response_dt,PFL_FLEET_TYP_CD,gts_12,gts_13,gts_14,gts_15,comped_med,natural_med,never_comped,lapsed_med,Lesiure_tkts_yr1,Business_tkts_yr1,total_ap_yr1,int_tkts_yr1,dom_tkts_yr1,dl_miles_flown_yr1,F_tkts_yr1,F_tkt_rev_yr1,F_miles_flown_yr1,C_tkts_yr1,C_tkt_rev_yr1,C_miles_flown_yr1,Y_tkts_yr1,Y_tkt_rev_yr1,Y_miles_flown_yr1,F_upsell_tkts_yr1,F_upsell_tkt_rev_yr1,F_upsell_miles_flown_yr1,total_tkts_yr1,total_tkt_rev_yr1,dist_partners,tenure,DSC_Entries,hhi,gts_1,dl_segs_yr1,dl_seg_rev_yr1,total_miles_flown_yr1
19-Aug-14,CR9,5,4,1,1,0,1,1,0,10,0,270,0,10,17372,2,1007,3360,0,0,0,8,3843,14012,0,0,0,10,4850,0,1,0,136,4,39,4850,17372
11-Oct-14,CR9,5,5,0,1,0,0,1,0,7,1,173,1,7,22236,7,3975,13222,0,0,0,1,873,9014,6,3653,11196,8,4848,2,16,0,250,5,20,4848,22236
21-Nov-14,CRJ,4,3,,,0,1,1,0,8,1,153,2,7,26592,4,1294,9580,0,0,0,5,3554,26681,0,0,0,9,4848,1,21,1,95,4,25,3670,36261
21-Jun-14,M90,4,4,1,,0,0,1,0,8,3,113,0,11,19419,1,1367,4266,0,0,0,10,3481,15153,1,1367,4266,11,4848,1,12,9,27,3,20,4848,19419
22-Jun-14,717,5,5,1,0,0,0,1,1,2,1,28,1,2,2088,1,4031,13963,0,0,0,2,817,1839,0,0,0,3,4848,0,10,0,150,5,6,1105,15802
6-Oct-14,M90,5,5,,,0,1,1,0,6,1,344,2,5,31514,1,162,666,0,0,0,6,4686,31152,0,0,0,7,4848,3,22,2,127,5,15,4739,31818
1-Apr-14,739,1,3,0,0,0,1,1,0,5,0,17,1,4,5609,2,1249,4968,1,2996,7691,2,602,641,2,1249,4968,5,4847,0,27,0,250,1,6,1851,13300
8-Oct-14,320,4,4,1,0,0,1,1,0,12,1,39,2,11,16524,0,0,0,0,0,0,13,4847,16524,0,0,0,13,4847,3,29,22,63,4,34,4847,16524
10-Nov-14,CR9,5,5,1,1,0,1,0,0,7,1,148,0,8,18296,3,2642,4578,0,0,0,5,2206,13718,2,2018,3954,8,4847,2,22,0,28,4,17,4847,18296
24-Sep-14,764,5,4,1,0,0,0,1,0,3,0,108,2,1,9851,0,0,0,2,4609,8286,1,238,2172,0,0,0,3,4847,0,1,0,,5,4,4250,10458
28-Oct-14,M90,4,3,1,0,0,0,1,1,6,0,94,6,0,16720,0,0,0,1,865,3692,5,3981,15574,0,0,0,6,4846,2,26,1,89,4,18,4031,19266
2-Sep-14,CRJ,4,2,0,0,0,0,1,1,3,4,58,1,6,15670,0,0,0,0,0,0,7,4845,15670,0,0,0,7,4845,2,17,0,128,5,14,4845,15670
1-Dec-14,738,5,5,,,0,1,1,0,8,0,827,0,8,33674,3,1754,10271,0,0,0,5,3091,23403,0,0,0,8,4845,1,13,1,54,5,33,4845,33674
23-Oct-14,MD8,5,5,,,0,1,1,0,6,0,64,0,6,22407,1,558,2037,0,0,0,5,4287,20370,0,0,0,6,4845,1,4,0,162,4,33,4845,22407
28-Feb-14,753,5,4,1,1,0,0,1,0,3,7,293,0,10,13930,3,1825,5024,0,0,0,7,3019,8906,3,1825,5024,10,4844,2,11,0,78,5,20,4844,13930
18-Oct-14,E75,4,2,,,0,1,1,0,8,3,128,0,11,34081,4,1678,9859,0,0,0,7,3166,24222,0,0,0,11,4844,0,21,0,153,5,37,4844,34081
20-Oct-14,757,1,2,1,0,0,0,1,1,4,4,262,1,7,20891,0,0,0,0,0,0,8,4844,21424,0,0,0,8,4844,0,19,0,96,2,16,4695,21424
29-Jun-14,MD8,5,5,1,0,0,0,1,0,6,6,264,0,12,14998,0,0,0,0,0,0,12,4844,14998,0,0,0,12,4844,1,4,0,62,2,24,4844,14998
8-Oct-14,CRJ,4,4,1,1,0,0,1,0,9,3,176,0,12,8563,0,0,0,0,0,0,12,4844,8563,0,0,0,12,4844,0,1,0,14,4,19,4844,8563
25-Dec-14,757,5,3,1,0,0,1,1,0,4,0,276,0,4,16868,4,4843,16868,0,0,0,0,0,0,4,4843,16868,4,4843,0,27,0,93,5,8,4843,16868
6-Oct-14,CR9,5,4,1,0,0,1,1,0,4,6,245,0,10,20124,1,450,1437,0,0,0,9,4393,18687,0,0,0,10,4843,1,17,0,241,4,38,4843,20124
2-Jul-14,319,5,3,1,,0,1,0,0,8,5,214,1,12,15593,7,2397,8289,0,0,0,6,2446,11638,0,0,0,13,4843,1,8,0,91,4,27,4046,19927
3-Oct-14,320,5,5,1,1,0,1,1,0,7,0,395,2,5,34741,0,0,0,0,0,0,7,4843,36979,0,0,0,7,4843,1,24,0,45,5,30,4623,36979
30-Dec-14,CR9,4,5,1,1,0,0,1,0,8,3,239,0,11,16754,0,0,0,0,0,0,11,4843,16754,0,0,0,11,4843,1,3,0,46,5,19,4843,16754
9-Nov-14,320,4,4,,,0,1,1,0,2,7,120,0,9,18342,2,537,2877,0,0,0,7,4305,16297,0,0,0,9,4842,3,17,8,86,4,28,4529,19174
18-Sep-14,76G,3,3,1,0,0,0,1,0,1,0,31,1,0,7506,0,0,0,1,4842,7506,0,0,0,0,0,0,1,4842,0,1,1,,4,2,4842,7506
16-Apr-14,757,2,3,1,1,0,1,1,0,12,0,168,0,12,40761,1,393,3882,0,0,0,11,4447,36879,0,0,0,12,4840,1,1,0,139,3,21,4840,40761
12-Feb-14,757,5,5,1,0,0,1,1,0,9,6,362,0,15,28698,3,993,4606,0,0,0,12,3846,24092,0,0,0,15,4839,1,25,8,77,5,48,4839,28698
20-Mar-14,CRJ,4,3,0,1,0,1,1,0,7,3,549,1,9,29394,0,0,0,0,0,0,10,4839,29394,0,0,0,10,4839,6,18,1,250,4,39,4839,29394
21-Nov-14,CR7,5,5,1,0,0,1,1,0,10,1,388,2,9,25330,0,0,0,0,0,0,11,4839,49488,0,0,0,11,4839,1,8,0,68,5,25,2261,49488
30-Jul-14,717,5,5,1,1,0,0,1,0,5,0,69,0,5,13729,5,4839,13729,0,0,0,0,0,0,5,4839,13729,5,4839,0,24,0,80,5,25,4839,13729
27-Oct-14,76L,4,4,1,1,0,1,1,0,3,0,160,3,0,30650,1,2385,10710,0,0,0,2,2454,20561,1,2385,10710,3,4839,0,19,0,58,4,8,4535,31271
15-Oct-14,MD8,5,5,,,0,1,1,0,11,4,309,0,15,43264,6,1632,13360,0,0,0,9,3206,29904,0,0,0,15,4838,3,12,2,117,5,45,4838,43264
13-Dec-14,MD8,5,5,1,0,0,1,1,0,2,5,68,0,7,16104,3,2798,6934,0,0,0,4,2039,9170,0,0,0,7,4837,1,21,6,37,4,24,4837,16104
1-Jan-15,764,3,3,,,0,1,1,0,3,0,190,1,2,21973,0,0,0,1,3735,12086,2,1100,10324,0,0,0,3,4836,2,32,10,128,2,10,4526,22410
8-Apr-14,319,5,4,1,1,0,1,1,0,10,1,178,1,10,19073,2,493,2301,0,0,0,9,4343,24231,0,0,0,11,4836,4,5,7,250,4,23,3800,26532
27-Apr-14,757,1,1,,,0,1,1,0,2,1,199,2,1,16438,0,0,0,1,4322,9636,2,513,6802,0,0,0,3,4835,1,10,7,,2,11,4835,16438
12-Feb-14,M90,5,4,1,,0,0,1,0,7,1,14,0,8,8096,8,4835,8096,0,0,0,0,0,0,3,2166,3182,8,4835,0,3,0,77,5,14,4835,8096
24-Aug-14,757,5,5,1,1,0,1,1,0,16,1,382,3,14,18385,2,651,2648,2,785,2587,13,3400,13627,0,0,0,17,4835,1,3,0,58,5,40,4678,18862
5-Jul-14,M90,3,3,,,0,1,1,0,12,0,417,1,11,41909,3,2556,13882,1,244,2374,8,2035,25653,1,2164,10146,12,4834,1,30,0,159,4,41,4834,41909
2-Nov-14,739,5,4,,,0,1,1,0,5,2,154,2,5,24478,0,0,0,0,0,0,7,4834,24478,0,0,0,7,4834,3,15,2,180,5,15,4834,24478
4-Feb-14,738,5,4,1,0,0,1,1,0,4,0,146,1,3,12556,1,793,2241,1,3292,5661,2,749,4654,1,793,2241,4,4834,0,10,1,180,4,5,4834,12556
10-Dec-14,320,4,3,1,1,0,1,1,0,6,6,250,0,12,20352,2,846,2716,0,0,0,10,3988,17636,0,0,0,12,4834,1,4,0,112,5,48,4834,20352
27-Aug-14,M90,4,4,1,0,0,0,1,0,4,0,6,0,4,12434,1,1307,3058,0,0,0,3,3527,9376,0,0,0,4,4834,1,5,0,30,4,8,4834,12434
5-Feb-14,319,5,4,1,0,0,0,1,0,11,0,565,1,10,21098,0,0,0,0,0,0,11,4833,21098,0,0,0,11,4833,1,22,0,118,4,25,4833,21098
19-Jun-14,CRJ,5,4,,,0,1,0,0,3,6,180,0,9,24807,1,467,3332,1,608,1916,7,3757,19559,0,0,0,9,4833,2,28,0,250,4,26,4833,24807
7-May-14,757,5,5,,,0,1,1,0,24,0,1401,0,24,29260,8,1581,9310,0,0,0,16,3252,19950,1,213,665,24,4833,1,11,0,20,5,44,4833,29260
14-Aug-14,E75,4,3,1,,0,0,1,0,2,6,122,0,8,12367,1,590,1520,0,0,0,7,4243,10847,0,0,0,8,4833,1,31,5,128,4,21,4833,12367
17-Sep-14,757,5,5,,,0,1,1,0,10,4,304,0,14,36323,8,3255,21906,0,0,0,6,1577,14417,3,1849,8294,14,4832,3,13,0,101,4,43,4832,36323
21-Mar-14,CRJ,4,4,,1,0,1,1,0,11,1,300,0,12,32879,0,0,0,0,0,0,12,4832,32879,0,0,0,12,4832,1,8,0,123,4,43,4832,32879
21-Sep-14,CR7,4,5,1,1,0,1,1,0,5,0,172,4,1,41153,0,0,0,0,0,0,5,4832,41153,0,0,0,5,4832,0,4,0,34,4,18,4832,41153
26-Sep-14,M90,5,5,1,1,0,1,1,0,9,1,45,2,8,19709,2,1064,3500,0,0,0,8,3767,22030,1,787,2348,10,4831,0,28,8,68,5,26,4192,25530
4-Oct-14,757,4,5,1,1,0,1,1,0,14,1,496,1,14,18934,1,221,2104,0,0,0,14,4609,16830,0,0,0,15,4831,5,27,0,93,5,30,4831,18934
8-Nov-14,757,4,3,,,0,1,1,0,13,1,282,1,13,17700,3,644,3026,0,0,0,11,4187,14674,0,0,0,14,4831,1,27,0,250,4,25,4831,17700
12-Aug-14,CR9,4,4,,,0,1,1,0,14,0,523,0,14,22682,2,1106,3664,0,0,0,12,3725,19018,0,0,0,14,4831,3,27,9,231,4,30,4831,22682
23-Sep-14,757,5,,,,0,1,1,0,22,0,1071,0,22,19682,1,394,848,0,0,0,21,4436,18834,1,394,848,22,4831,3,23,0,246,5,42,4831,19682
12-Aug-14,CRJ,4,4,1,0,0,1,1,0,9,0,332,1,8,34684,3,1971,6403,0,0,0,6,2859,28281,1,657,3422,9,4831,1,9,27,103,5,24,4831,34684
30-Oct-14,717,4,4,1,0,0,0,1,0,16,0,182,0,16,16198,15,4670,15100,0,0,0,1,161,1098,14,4375,14002,16,4831,0,6,0,250,4,16,4831,16198
5-Mar-14,753,4,3,1,0,0,0,1,1,11,1,224,0,12,27006,0,0,0,0,0,0,12,4829,27006,0,0,0,12,4829,1,30,12,164,4,21,4829,27006
1-Aug-14,MD8,4,3,1,0,0,0,1,0,1,5,129,1,5,14980,1,871,954,0,0,0,5,3958,14026,0,0,0,6,4829,0,1,0,27,4,14,4829,14980
6-Oct-14,320,5,5,1,1,0,1,1,0,9,0,345,1,8,23531,5,1661,9351,1,1961,5706,3,1206,10888,3,1420,7130,9,4828,3,6,0,122,5,30,3985,25945
28-Apr-14,717,1,3,1,1,0,1,1,0,7,3,67,0,10,12357,2,802,2036,0,0,0,8,4025,10321,1,631,1154,10,4827,0,25,0,91,4,35,4827,12357
3-Jun-14,757,5,5,1,0,0,1,1,0,1,0,23,1,0,5767,0,0,0,1,4826,10401,0,0,0,0,0,0,1,4826,2,23,3,91,5,3,2787,10401
22-Dec-14,772,4,4,1,,0,1,1,0,3,0,226,2,1,29318,1,1007,3052,0,0,0,2,3819,26266,0,0,0,3,4826,1,27,0,107,4,14,4826,29318
3-Sep-14,CR9,5,5,,,1,0,0,0,10,0,430,0,10,26408,2,682,4144,1,1410,4808,7,2735,17456,0,0,0,10,4826,0,5,0,250,5,18,4826,26408
20-May-14,757,4,3,1,,0,0,1,1,7,0,50,0,7,13784,7,4825,13784,0,0,0,0,0,0,7,4825,13784,7,4825,2,28,0,142,4,12,4825,13784
22-Nov-14,757,5,3,1,0,0,0,1,0,4,3,307,0,7,12463,0,0,0,0,0,0,7,4825,12463,0,0,0,7,4825,3,25,0,82,5,15,4825,12463
23-May-14,73W,5,4,1,1,0,0,1,0,4,7,160,0,11,15348,4,1726,5776,0,0,0,7,3096,9572,0,0,0,11,4823,3,33,6,30,5,28,4823,15348
4-Sep-14,738,4,5,1,1,0,1,1,0,15,0,703,1,14,32873,2,522,2660,0,0,0,13,4301,30213,0,0,0,15,4823,2,25,17,40,5,32,4823,32873
28-Apr-14,M90,5,5,1,,0,0,1,0,13,0,277,1,12,17866,1,427,355,0,0,0,12,4396,17511,1,427,355,13,4823,0,10,0,54,5,18,4823,17866
4-Dec-14,744,4,4,,,0,1,1,0,4,0,44,3,1,56010,0,0,0,0,0,0,4,4823,56010,0,0,0,4,4823,2,24,10,169,3,18,4823,56010
31-May-14,CR7,2,4,1,0,0,1,1,0,3,4,213,0,7,11494,0,0,0,0,0,0,7,4823,11494,0,0,0,7,4823,0,2,0,79,4,14,4823,11494
31-Oct-14,757,5,4,,,0,1,1,0,9,2,719,0,11,35490,1,1814,5976,0,0,0,10,3008,29514,1,1814,5976,11,4822,1,22,24,84,4,32,4822,35490
2-May-14,753,4,2,,,1,0,0,0,6,1,179,0,7,10832,4,2167,3702,1,2158,5578,2,497,1552,1,614,998,7,4822,0,20,10,237,4,14,4822,10832
20-Oct-14,MD8,5,3,1,0,0,0,1,0,9,2,810,0,11,21673,1,875,3050,0,0,0,10,3947,18623,1,875,3050,11,4822,1,16,0,31,4,33,4822,21673
27-Oct-14,MD8,4,4,1,1,0,1,1,0,7,0,153,1,6,28332,2,1588,5632,0,0,0,5,3234,22700,0,0,0,7,4822,1,5,0,30,4,28,4822,28332
22-Jul-14,320,5,5,1,1,0,0,1,0,4,3,164,0,7,17576,0,0,0,0,0,0,7,4820,17576,0,0,0,7,4820,0,1,0,86,4,22,4820,17576
27-Oct-14,MD8,4,4,1,1,0,0,1,1,9,0,443,1,8,17771,3,2575,8416,0,0,0,6,2244,9355,2,1553,4934,9,4819,1,25,0,17,4,18,4819,17771
26-Nov-14,319,5,4,,,0,1,1,0,14,0,498,0,14,15790,7,2418,5863,0,0,0,7,2401,9927,0,0,0,14,4819,0,23,0,76,4,28,4819,15790
27-Sep-14,320,5,5,,,0,1,1,0,12,3,599,2,13,30406,3,939,5905,0,0,0,12,3880,26614,0,0,0,15,4819,3,4,1,106,5,28,4513,32519
10-Oct-14,M90,4,3,1,0,0,0,1,0,2,5,19,0,7,11483,5,3529,6853,0,0,0,2,1288,4630,5,3529,6853,7,4818,2,22,14,30,5,12,4818,11483
6-May-14,738,4,3,1,0,0,1,0,0,4,2,91,1,5,24739,1,491,2191,0,0,0,5,4327,22548,0,0,0,6,4818,1,10,0,51,4,21,4818,24739
6-Jun-14,MD8,5,5,1,1,0,0,1,1,4,7,486,1,10,21298,0,0,0,0,0,0,11,4817,21298,0,0,0,11,4817,2,27,0,250,5,22,4817,21298
13-Sep-14,320,4,3,1,0,0,1,1,0,10,0,280,0,10,29318,2,1242,6084,0,0,0,8,3575,23234,0,0,0,10,4817,0,14,1,45,3,38,4817,29318
26-Mar-14,757,5,4,,,0,1,1,0,14,1,264,0,15,52797,7,2084,18528,0,0,0,8,2732,34269,0,0,0,15,4817,3,12,28,77,5,56,4817,52797
13-Nov-14,757,2,3,,,0,1,1,0,4,4,245,1,7,19558,4,3409,14294,0,0,0,4,1409,5264,2,2637,11360,8,4817,0,22,3,185,5,18,4817,19558
7-Feb-14,757,5,5,,,0,0,0,0,10,4,374,0,14,22983,4,1713,7018,0,0,0,10,3103,15965,1,462,1520,14,4816,4,26,5,66,5,28,4816,22983
23-Apr-14,CRJ,5,4,1,1,0,0,1,1,7,0,127,0,7,12150,1,283,698,0,0,0,6,4533,11452,0,0,0,7,4816,3,27,0,120,4,25,4816,12150
21-Nov-14,MD8,5,4,,,0,1,1,0,4,0,211,2,2,37358,0,0,0,1,3137,16868,3,1679,20490,0,0,0,4,4816,1,24,6,95,3,11,4816,37358
22-Sep-14,319,4,5,,,0,1,1,0,7,1,171,2,6,31654,0,0,0,1,455,4230,7,4360,31844,0,0,0,8,4815,3,13,0,153,1,18,4077,36074
19-Sep-14,772,4,4,1,1,0,1,1,0,4,0,249,4,0,48252,0,0,0,0,0,0,4,4815,48252,0,0,0,4,4815,1,21,0,,4,14,4815,48252
15-Sep-14,MD8,4,3,1,1,0,1,1,0,9,0,188,0,9,35584,1,446,4484,1,430,4484,7,3940,26616,0,0,0,9,4815,1,3,0,93,4,38,4815,35584
21-Jun-14,757,5,4,1,1,0,1,1,0,6,0,339,1,5,19820,1,685,1374,1,3361,11930,4,768,6702,1,685,1374,6,4814,0,25,0,56,5,14,4663,20006
20-Oct-14,M90,4,4,1,1,0,1,1,0,8,5,463,2,11,19087,0,0,0,0,0,0,13,4814,28458,0,0,0,13,4814,1,24,0,167,5,22,3839,28458
14-Oct-14,738,4,4,1,,0,0,1,1,6,0,48,0,6,15449,4,3332,11613,0,0,0,2,1481,3836,3,3060,10065,6,4813,1,20,0,28,4,24,4813,15449
18-Aug-14,319,4,5,1,0,0,1,1,0,5,3,262,1,7,30766,0,0,0,0,0,0,8,4813,30766,0,0,0,8,4813,1,20,0,176,5,24,4813,30766
13-Sep-14,MD8,5,5,1,,0,1,1,0,14,1,276,0,15,29316,0,0,0,0,0,0,15,4813,30985,0,0,0,15,4813,1,15,0,120,5,32,4638,30985
12-Aug-14,738,5,4,,,0,1,1,0,9,1,268,2,8,39121,3,1064,8380,0,0,0,7,3750,37123,0,0,0,10,4813,0,7,0,65,5,17,4393,45503
13-Oct-14,739,4,4,,,0,1,1,0,8,1,237,1,8,37482,1,326,4280,0,0,0,8,4486,33202,0,0,0,9,4812,1,18,0,117,4,33,4812,37482
7-Nov-14,E75,5,5,,,0,1,1,0,14,4,371,0,18,33484,5,1624,15294,0,0,0,13,3189,25102,0,0,0,18,4812,6,2,0,94,5,49,4390,40396
3-Oct-14,MD8,3,4,,,0,1,1,0,8,10,437,0,18,21379,3,1091,2888,0,0,0,15,3719,18491,0,0,0,18,4810,1,23,0,82,4,33,4810,21379
30-Sep-14,CRJ,5,4,1,1,0,1,1,0,5,1,138,3,3,18964,0,0,0,0,0,0,6,4810,29478,0,0,0,6,4810,0,15,0,136,5,16,3563,29478
3-Nov-14,MD8,4,4,,,0,1,1,0,4,4,362,0,8,34481,2,2632,11753,0,0,0,6,2177,22728,1,2357,9764,8,4809,3,13,14,81,5,30,4809,34481
3-Jun-14,764,4,5,1,0,0,1,1,0,3,0,43,3,0,32154,0,0,0,0,0,0,3,4809,32154,0,0,0,3,4809,0,6,0,55,4,12,4809,32154
3-Sep-14,MD8,5,5,,,0,0,0,0,8,0,175,0,8,23670,3,1424,6145,0,0,0,5,3386,17525,0,0,0,8,4809,1,29,0,197,5,29,4809,23670
14-Jun-14,MD8,4,3,,,0,0,1,0,7,4,242,0,11,18945,1,523,1402,0,0,0,10,4286,17543,0,0,0,11,4809,1,25,0,78,3,43,4809,18945
31-Oct-14,757,5,4,1,0,0,1,1,0,9,1,795,0,10,22194,4,3206,12724,0,0,0,6,1602,9470,2,1370,4686,10,4808,2,28,10,44,4,20,4808,22194
14-Apr-14,M90,4,4,1,0,0,1,0,0,5,14,579,0,19,24650,0,0,0,0,0,0,19,4808,24650,0,0,0,19,4808,1,28,1,245,3,36,4808,24650
4-Apr-14,CRJ,5,4,,,0,1,1,0,8,0,504,3,5,46124,1,478,4412,0,0,0,7,4329,44750,0,0,0,8,4807,1,30,0,55,5,27,4140,49162
9-Nov-14,MD8,4,5,1,,0,1,1,0,10,3,202,0,13,20279,2,513,2529,0,0,0,11,4294,17750,0,0,0,13,4807,4,6,0,175,5,43,4807,20279
26-Dec-14,ERJ,4,4,0,1,0,0,1,0,6,0,189,4,2,30652,0,0,0,0,0,0,6,4807,31627,0,0,0,6,4807,1,13,0,190,4,17,4667,31627
11-Dec-14,757,5,5,1,0,0,1,1,0,5,5,419,1,9,25438,1,419,2115,0,0,0,9,4386,23323,1,419,2115,10,4805,1,8,0,100,5,22,4805,25438
8-Dec-14,738,5,4,1,0,0,1,1,0,6,1,227,1,6,20186,0,0,0,0,0,0,7,4805,34837,0,0,0,7,4805,0,3,0,37,5,14,3313,34837
24-Jul-14,320,4,2,,,0,1,1,0,10,0,288,0,10,34148,3,1393,11772,0,0,0,7,3411,22376,0,0,0,10,4804,2,24,10,250,4,22,4804,34148
17-Sep-14,MD8,4,2,1,,0,1,1,0,18,0,302,0,18,42585,5,1654,14124,0,0,0,13,3147,28461,0,0,0,18,4801,1,10,0,120,4,63,4801,42585
30-May-14,MD8,5,5,1,0,0,1,1,0,13,1,436,0,14,23757,2,1101,4140,0,0,0,12,3700,19617,0,0,0,14,4801,3,26,10,248,5,30,4801,23757
11-Nov-14,CR9,5,5,1,1,0,1,1,0,7,0,562,3,4,41521,0,0,0,0,0,0,7,4800,43428,0,0,0,7,4800,0,23,0,100,5,15,4324,43428
21-Apr-14,CR9,5,5,1,1,0,1,1,0,8,0,490,0,8,18745,8,4800,18745,0,0,0,0,0,0,8,4800,18745,8,4800,0,24,0,250,4,17,4800,18745
15-Aug-14,757,3,3,1,0,0,0,1,0,12,0,1034,2,10,30593,0,0,0,0,0,0,12,4799,35596,0,0,0,12,4799,0,30,0,73,2,21,4022,35596
4-Nov-14,MD8,5,5,,,0,0,1,0,9,4,250,0,13,23619,7,2543,11694,0,0,0,6,2257,11925,0,0,0,13,4799,3,24,9,20,5,40,4799,23619
18-Sep-14,320,5,5,1,1,0,0,1,0,4,0,208,0,4,16888,3,4386,12666,0,0,0,1,413,4222,2,2489,8444,4,4799,0,1,0,18,5,16,4799,16888
19-Sep-14,320,5,4,,,0,1,1,0,4,0,115,3,1,18001,0,0,0,0,0,0,4,4798,29691,0,0,0,4,4798,1,14,0,82,4,10,2933,29691
5-Mar-14,738,5,3,,,0,1,1,0,6,2,331,2,6,19944,3,2253,6910,1,431,2343,4,2114,10691,1,533,1860,8,4798,0,8,0,250,5,27,4798,19944
26-Feb-14,763,4,4,,,0,1,1,0,8,4,629,1,11,49713,4,881,8997,3,1631,15724,5,2284,24992,0,0,0,12,4796,2,26,0,30,3,43,4796,49713
30-Jun-14,CR9,5,5,1,,0,1,1,0,9,4,308,0,13,27485,3,901,3789,0,0,0,10,3895,25390,0,0,0,13,4796,3,26,1,113,5,46,4562,29179
17-Sep-14,M90,5,5,1,1,0,0,1,0,2,4,220,1,5,16172,1,875,966,0,0,0,5,3920,15206,1,875,966,6,4796,2,20,0,49,5,20,4796,16172
22-Jul-14,77L,4,4,1,1,0,1,1,0,6,0,194,2,4,31091,1,384,1824,0,0,0,5,4412,29267,0,0,0,6,4796,2,2,0,13,4,14,4796,31091
16-Dec-14,CR7,3,3,1,1,0,1,1,0,3,0,185,1,2,3722,1,705,1728,1,3644,9028,1,446,1728,1,705,1728,3,4795,2,16,1,25,4,6,1709,12484
4-Mar-14,M90,4,3,1,1,0,1,1,0,6,1,180,0,7,22097,3,3235,14658,0,0,0,4,1560,7439,1,2265,10590,7,4795,3,6,0,60,3,21,4795,22097
27-Jun-14,76L,5,5,1,1,0,1,0,0,4,0,140,4,0,15301,1,1892,8526,0,0,0,3,2901,19769,0,0,0,4,4794,0,9,1,59,3,4,1841,28295
1-Nov-14,757,4,4,1,,0,1,0,0,11,1,204,0,12,39466,1,413,1974,0,0,0,11,4381,37492,0,0,0,12,4794,4,15,2,36,5,40,4794,39466
30-Mar-14,757,4,4,,,0,1,1,0,9,1,100,0,10,31718,4,1253,4711,0,0,0,6,3540,27007,0,0,0,10,4793,1,8,0,77,3,22,4793,31718
17-Mar-14,757,5,4,1,1,0,0,1,1,7,0,115,1,6,14985,7,4791,14985,0,0,0,0,0,0,7,4791,14985,7,4791,1,25,3,50,4,17,4791,14985
7-Jul-14,763,4,4,,,0,1,0,0,15,5,499,0,20,36604,6,1230,8225,0,0,0,14,3559,28379,1,489,2548,20,4789,1,25,0,77,4,39,4789,36604
17-Feb-14,320,4,4,1,1,0,1,1,0,6,0,152,1,5,30478,0,0,0,0,0,0,6,4788,30478,0,0,0,6,4788,0,16,0,238,4,14,4788,30478
31-Aug-14,CRJ,4,4,1,1,0,1,0,0,6,0,168,5,1,31118,0,0,0,1,750,2420,5,4039,37320,0,0,0,6,4788,1,23,0,52,5,11,4067,39740
14-Jul-14,739,5,5,,,0,1,1,0,7,7,418,1,13,19556,3,924,5566,1,350,1190,10,3513,21010,0,0,0,14,4787,1,19,22,101,5,24,3256,27766
21-Sep-14,E75,5,4,1,1,0,0,0,1,2,4,118,1,5,14105,1,776,578,0,0,0,5,4010,13527,0,0,0,6,4786,0,26,0,15,5,11,4786,14105
11-Jun-14,763,,5,1,1,0,1,1,0,8,2,326,0,10,25000,1,1613,9048,0,0,0,9,3172,15952,1,1613,9048,10,4786,1,18,0,120,5,24,4786,25000
23-Jan-14,757,4,4,,,0,1,1,0,8,0,436,0,8,30561,3,1331,12635,0,0,0,5,3454,20350,0,0,0,8,4785,5,22,0,71,5,29,4519,32985
1-May-14,764,4,4,1,,0,1,1,0,4,7,201,0,11,20806,2,714,1380,0,0,0,9,4071,19426,0,0,0,11,4785,3,15,0,81,5,38,4785,20806
21-Aug-14,M90,5,4,,,0,1,1,0,6,0,458,2,4,19682,3,1971,8419,0,0,0,3,2813,15699,1,755,2482,6,4785,3,16,0,80,5,22,3966,24118
11-Jul-14,319,5,4,1,1,0,1,1,0,7,0,575,0,7,57853,2,1283,16917,1,554,4976,4,2946,35960,0,0,0,7,4784,1,11,3,125,4,35,4784,57853
5-Feb-14,717,3,3,,,0,1,1,0,3,2,34,0,5,17982,0,0,0,0,0,0,5,4783,17982,0,0,0,5,4783,3,20,0,244,3,20,4783,17982
3-Apr-14,CR9,5,5,1,1,0,0,1,1,3,7,205,0,10,9863,1,213,409,0,0,0,9,4570,9454,1,213,409,10,4783,1,10,2,223,5,22,4783,9863
25-Jul-14,EC5,5,5,,,0,0,1,0,11,2,545,2,11,33828,1,179,1356,0,0,0,12,4604,33153,0,0,0,13,4783,0,31,0,101,5,25,4595,34509
11-Jun-14,CRJ,5,5,,,0,1,1,0,6,1,369,1,6,37230,0,0,0,0,0,0,7,4782,37653,0,0,0,7,4782,1,20,9,98,4,24,4622,37653
9-Mar-14,CRJ,4,3,1,0,0,0,1,0,2,5,94,0,7,7083,0,0,0,0,0,0,7,4782,7083,0,0,0,7,4782,4,15,0,100,4,17,4782,7083
2-Oct-14,MD8,5,3,,,0,1,1,0,14,0,534,0,14,24396,6,2028,10958,0,0,0,8,2754,13438,3,1261,4344,14,4782,2,29,17,134,5,30,4782,24396
1-Dec-14,MD8,5,5,,,0,1,1,0,13,0,492,0,13,46446,8,3183,29372,0,0,0,5,1599,19316,0,0,0,13,4782,0,4,0,27,5,48,4348,48688
26-Feb-14,757,5,5,1,1,0,0,1,1,11,1,140,3,9,17602,2,338,1212,1,1022,3452,9,3421,12938,0,0,0,12,4781,5,10,0,250,5,21,4781,17602
12-May-14,738,2,3,1,1,0,0,1,0,13,0,154,1,12,16958,1,1060,1028,0,0,0,12,3720,18234,0,0,0,13,4781,2,12,0,102,2,17,4662,19262
