response_dt,PFL_FLEET_TYP_CD,gts_12,gts_13,gts_14,gts_15,comped_med,natural_med,never_comped,lapsed_med,Lesiure_tkts_yr1,Business_tkts_yr1,total_ap_yr1,int_tkts_yr1,dom_tkts_yr1,dl_miles_flown_yr1,F_tkts_yr1,F_tkt_rev_yr1,F_miles_flown_yr1,C_tkts_yr1,C_tkt_rev_yr1,C_miles_flown_yr1,Y_tkts_yr1,Y_tkt_rev_yr1,Y_miles_flown_yr1,F_upsell_tkts_yr1,F_upsell_tkt_rev_yr1,F_upsell_miles_flown_yr1,total_tkts_yr1,total_tkt_rev_yr1,dist_partners,tenure,DSC_Entries,hhi,gts_1,dl_segs_yr1,dl_seg_rev_yr1,total_miles_flown_yr1
17-Jul-14,739,5,3,1,1,0,0,1,0,10,1,104,0,11,15717,1,993,744,0,0,0,10,5512,14973,0,0,0,11,6505,1,1,0,14,2,21,6505,15717
1-Dec-14,ERJ,5,5,1,1,0,1,0,0,6,1,194,1,6,24626,2,701,4752,1,3330,9518,4,2474,10356,0,0,0,7,6504,1,6,1,171,5,12,6504,24626
24-Jul-14,CRJ,5,4,1,1,0,1,1,0,1,0,124,1,0,16835,0,0,0,1,6503,16835,0,0,0,0,0,0,1,6503,1,21,6,74,5,6,6503,16835
3-Apr-14,CR7,3,2,1,1,0,1,1,0,5,0,185,2,3,8382,2,974,1650,2,5276,10856,1,252,803,2,974,1650,5,6502,0,11,3,105,3,9,4465,13309
1-Nov-14,E70,4,3,1,1,0,1,1,0,15,0,233,0,15,34096,3,1169,6196,0,0,0,12,5333,27900,0,0,0,15,6502,1,2,0,30,5,44,6502,34096
31-Jul-14,MD8,4,4,1,1,0,1,1,0,8,9,403,0,17,36892,2,1519,6953,0,0,0,15,4982,29939,0,0,0,17,6501,2,18,0,237,4,44,6501,36892
16-Mar-14,CRJ,5,4,1,1,0,1,1,0,13,3,344,0,16,44226,6,2148,13235,0,0,0,10,4353,30991,0,0,0,16,6501,2,5,0,250,4,56,6501,44226
25-Oct-14,763,3,2,1,,0,1,1,0,8,0,85,0,8,27174,2,2587,7764,1,1707,3882,5,2206,15528,1,744,3882,8,6500,0,8,0,102,2,14,6500,27174
17-Dec-14,M90,5,5,1,1,0,0,1,0,3,0,229,2,1,8682,2,1491,2998,1,5008,10841,0,0,0,2,1491,2998,3,6499,2,12,3,73,4,6,3775,13839
11-Nov-14,738,4,4,,,0,0,1,0,7,3,261,0,10,18607,7,4497,15328,0,0,0,3,2001,3279,6,4007,13812,10,6497,1,32,19,250,5,21,6497,18607
24-Oct-14,717,5,3,1,1,0,1,1,0,6,4,305,0,10,22372,8,5982,18228,0,0,0,2,515,4144,6,5588,14084,10,6497,1,20,8,250,5,26,6497,22372
23-Jun-14,CR9,5,4,,,0,1,1,0,16,2,520,2,16,47798,11,2487,15776,0,0,0,7,4010,35354,0,0,0,18,6497,3,9,1,53,5,35,6199,51130
28-Apr-14,E75,4,3,,,0,1,1,0,2,1,153,1,2,10795,3,6496,15058,0,0,0,0,0,0,1,1619,2186,3,6496,3,24,8,44,4,11,4416,15058
2-Dec-14,757,3,5,,,0,1,1,0,8,0,211,2,6,36508,2,237,1348,0,0,0,6,6259,41212,0,0,0,8,6496,3,23,4,100,3,24,5590,42560
17-Sep-14,333,5,5,,,0,1,1,0,6,0,90,6,0,48329,0,0,0,0,0,0,6,6496,57726,0,0,0,6,6496,3,10,8,,5,16,5292,57726
16-Jan-14,CR7,4,3,,,0,1,1,0,13,0,274,0,13,25555,3,1496,6132,0,0,0,10,5000,19423,0,0,0,13,6496,1,5,0,87,4,51,6496,25555
5-Jan-14,CR9,,,,,0,1,1,0,13,0,621,1,12,48307,1,324,3353,0,0,0,12,6171,44954,0,0,0,13,6495,2,19,0,220,5,36,6495,48307
17-Jun-14,E75,4,3,,,0,1,1,0,8,2,146,0,10,36830,7,5631,32002,0,0,0,3,863,10789,1,843,2888,10,6495,3,7,8,248,3,25,5854,42791
24-Apr-14,CRJ,5,4,1,1,0,1,1,0,9,0,656,1,8,42131,1,821,1622,0,0,0,8,5672,41850,1,821,1622,9,6494,0,25,17,99,4,47,6332,43472
13-Nov-14,M90,5,4,,,0,1,1,0,6,11,334,0,17,36528,10,3848,18347,0,0,0,7,2645,18181,0,0,0,17,6494,4,16,11,136,4,54,6494,36528
7-Oct-14,E70,5,3,1,0,0,1,1,0,8,6,246,0,14,34762,1,452,2822,0,0,0,13,6042,31940,0,0,0,14,6494,1,26,0,181,5,39,6494,34762
22-Sep-14,753,5,5,1,0,0,1,1,0,21,0,359,0,21,33929,1,469,2264,0,0,0,20,6023,31665,0,0,0,21,6492,2,3,0,25,5,44,6492,33929
11-Feb-14,CR7,4,5,1,1,0,0,1,0,16,1,65,0,17,12646,0,0,0,0,0,0,17,6491,12646,0,0,0,17,6491,0,23,0,94,5,26,6491,12646
15-Sep-14,M90,4,4,1,0,0,0,1,0,7,4,135,0,11,24357,0,0,0,0,0,0,11,6490,24357,0,0,0,11,6490,1,15,0,14,4,22,6490,24357
19-Jan-14,CR9,5,4,,,0,1,0,0,11,0,589,2,9,46239,4,1718,8241,0,0,0,7,4772,41128,0,0,0,11,6490,1,29,0,62,5,26,6062,49369
16-Aug-14,76L,4,3,,,0,1,1,0,4,0,21,4,0,17401,1,2547,15230,0,0,0,3,3942,44400,0,0,0,4,6490,1,5,7,143,4,3,1486,59630
15-Aug-14,MD8,5,4,,,0,0,1,1,5,9,70,0,14,12719,3,2050,3990,0,0,0,11,4438,8941,0,0,0,14,6488,0,8,0,75,5,25,5982,12931
2-Nov-14,CRJ,4,3,,,0,1,1,0,8,0,421,7,1,68327,0,0,0,2,729,4286,6,5758,66888,0,0,0,8,6487,1,24,19,14,4,28,6242,71174
1-Nov-14,76L,5,5,1,1,0,1,1,0,10,4,387,0,14,42375,0,0,0,1,818,1070,13,5668,41305,0,0,0,14,6486,3,4,0,27,3,26,6486,42375
21-Nov-14,CRJ,5,5,,,0,1,1,0,7,2,469,3,6,21735,2,1505,4424,1,2154,6527,6,2826,13004,1,1323,3690,9,6485,3,22,10,102,5,19,6098,23955
16-Nov-14,CRJ,5,3,1,1,0,1,1,0,15,9,203,0,24,13742,1,161,233,0,0,0,23,6324,14249,0,0,0,24,6485,1,10,0,95,3,34,6369,14482
27-Dec-14,319,2,3,1,,0,1,1,0,14,0,138,3,11,44732,2,953,1770,1,663,5008,11,4868,39494,0,0,0,14,6484,1,7,0,21,3,27,6162,46272
7-Sep-14,757,2,4,,,0,1,1,0,4,10,304,0,14,20999,3,1697,3781,1,385,3482,10,4402,13736,0,0,0,14,6483,3,24,0,44,3,32,6483,20999
21-Mar-14,MD8,5,5,,,0,1,1,0,7,1,167,4,4,42813,0,0,0,1,371,3436,7,6112,46994,0,0,0,8,6483,1,10,1,50,4,18,5878,50430
17-Aug-14,739,5,5,,,0,1,1,0,8,0,163,0,8,21345,7,5972,17859,0,0,0,1,511,3486,2,999,3486,8,6483,3,27,0,84,5,13,6483,21345
30-May-14,738,4,4,1,1,0,1,0,0,6,3,270,1,8,39449,0,0,0,0,0,0,9,6482,42989,0,0,0,9,6482,0,27,0,136,4,35,5693,42989
22-Jul-14,CR9,2,2,,,0,1,0,0,21,1,284,3,19,64940,8,1247,7927,7,1888,27320,7,3346,41927,0,0,0,22,6482,6,21,66,82,3,45,5278,77174
28-May-14,CRJ,4,4,1,1,0,1,1,0,7,9,1051,1,15,20914,1,266,610,0,0,0,15,6215,20304,0,0,0,16,6481,0,30,12,240,4,30,6481,20914
4-Dec-14,763,4,3,,,0,1,1,0,10,6,58,0,16,24066,1,707,966,0,0,0,15,5774,23100,0,0,0,16,6481,2,18,0,52,4,18,6481,24066
7-May-14,CRJ,5,4,,,0,1,1,0,15,1,210,0,16,16632,2,915,1671,1,435,849,13,5129,14112,0,0,0,16,6480,2,9,4,24,5,37,6480,16632
22-Jan-14,757,5,5,,,0,1,0,0,20,3,888,0,23,45473,4,479,4652,0,0,0,19,6001,40821,0,0,0,23,6480,2,11,28,250,5,50,6480,45473
21-Oct-14,738,5,5,1,0,0,1,1,0,9,5,240,0,14,32392,1,113,985,0,0,0,13,6367,31407,0,0,0,14,6480,0,10,0,243,4,26,6480,32392
6-Jul-14,320,4,4,,,0,1,0,0,5,6,383,1,10,26235,5,3233,8383,0,0,0,6,3245,17852,2,1506,4197,11,6478,2,25,13,248,1,18,6478,26235
27-Nov-14,MD8,5,5,,,0,1,1,0,16,0,912,1,15,37955,6,2518,10828,0,0,0,10,3960,27127,1,422,1350,16,6478,1,21,1,95,5,64,6478,37955
8-Jan-14,CRJ,4,5,,,0,1,1,0,9,1,237,2,8,40893,5,2292,12557,1,1332,13095,4,2852,20018,3,1562,7010,10,6476,1,12,7,56,5,36,5891,45670
21-Jun-14,738,5,3,,,0,1,1,0,14,3,953,2,15,38877,0,0,0,1,499,2562,16,5976,37182,0,0,0,17,6475,3,32,20,101,3,29,6180,39744
8-Oct-14,M90,,4,,,0,1,1,0,8,7,820,1,14,29311,1,437,447,0,0,0,14,6038,28864,1,437,447,15,6475,4,30,7,132,5,28,6475,29311
23-Oct-14,757,5,4,,,0,1,1,0,20,3,722,0,23,26509,5,1541,5559,0,0,0,18,4934,20950,0,0,0,23,6475,3,20,0,63,5,74,6475,26509
7-Feb-14,763,5,5,,,0,1,1,0,12,0,1476,0,12,72390,4,2048,22966,0,0,0,8,4427,49424,0,0,0,12,6475,1,10,0,29,4,47,6475,72390
23-Oct-14,CR7,5,4,,,0,1,1,0,16,1,704,2,15,42859,5,1390,6953,0,0,0,12,5084,37475,0,0,0,17,6473,2,26,0,13,5,54,6046,44428
6-May-14,76L,5,5,1,0,0,1,1,0,7,2,97,3,6,19506,5,2981,4983,2,1943,5096,2,1550,9760,3,2156,1806,9,6473,4,6,2,102,4,16,6301,19839
29-Aug-14,E75,4,3,1,,0,0,1,0,9,1,279,0,10,19821,6,4912,14874,0,0,0,4,1560,7068,6,4912,14874,10,6472,1,16,0,125,5,29,6023,21942
27-Jun-14,CR7,3,2,,,0,1,1,0,10,10,365,0,20,23495,14,4678,14310,0,0,0,6,1792,9185,2,922,3690,20,6470,2,18,1,250,5,41,6470,23495
28-Dec-14,CRJ,3,3,1,,0,0,1,0,5,9,116,1,13,33340,0,0,0,0,0,0,14,6470,33340,0,0,0,14,6470,5,4,4,134,4,35,6470,33340
2-Dec-14,CRJ,4,3,,,0,1,1,0,12,5,294,0,17,25181,2,483,1521,0,0,0,15,5988,23660,0,0,0,17,6470,2,3,32,60,4,30,6470,25181
17-Mar-14,CRJ,4,3,,,0,1,1,0,7,3,537,2,8,34564,1,684,3024,0,0,0,9,5784,39470,0,0,0,10,6468,2,19,19,194,4,34,5443,42494
22-Sep-14,MD8,5,5,,,0,1,1,0,8,6,312,0,14,27096,3,1710,3251,0,0,0,11,4758,23845,0,0,0,14,6468,3,11,0,87,5,25,6468,27096
13-Feb-14,M90,5,5,1,1,0,1,1,0,6,6,261,0,12,19099,0,0,0,0,0,0,12,6468,19099,0,0,0,12,6468,1,13,0,137,5,36,6468,19099
23-May-14,MD8,4,5,,,0,1,0,0,8,4,353,3,9,26095,4,1561,6340,0,0,0,8,4906,29830,0,0,0,12,6467,0,21,24,54,4,41,5462,36170
24-Feb-14,CRJ,5,5,,,0,1,1,0,5,1,248,4,2,46839,0,0,0,1,222,1311,5,6242,57686,0,0,0,6,6464,5,28,11,23,5,20,5049,58997
19-Oct-14,738,4,4,1,1,0,0,1,0,2,4,104,0,6,14560,4,5565,9160,0,0,0,2,900,5400,4,5565,9160,6,6464,1,10,0,187,4,12,6464,14560
10-Mar-14,MD8,3,3,1,0,0,0,1,0,1,2,28,1,2,7211,0,0,0,1,4378,6880,2,2086,7211,0,0,0,3,6464,1,3,0,250,3,5,2086,14091
17-Jan-14,757,5,5,1,1,0,1,1,0,8,8,240,0,16,24344,3,1131,920,1,272,2147,12,5061,21277,0,0,0,16,6463,1,19,0,59,5,29,6463,24344
3-Jul-14,738,4,5,,,0,1,0,0,14,0,291,0,14,36204,9,4169,22952,0,0,0,5,2294,13252,0,0,0,14,6463,2,21,11,93,4,47,6463,36204
14-Jan-14,739,5,5,,,0,1,1,0,23,0,440,1,22,72435,6,1358,11814,1,171,1576,16,4933,59045,0,0,0,23,6463,1,11,0,89,5,70,6463,72435
24-Jul-14,757,4,3,,,0,1,0,0,7,0,216,1,6,26784,3,1484,7597,1,3633,10284,3,1345,9012,1,479,1450,7,6462,2,29,25,140,3,21,6389,26893
17-Apr-14,738,4,4,,,0,1,1,0,6,0,23,6,0,13703,1,1307,2242,3,4047,24116,2,1105,9272,0,0,0,6,6459,1,3,1,29,2,6,2996,35630
8-Sep-14,M90,4,4,1,0,0,1,1,0,8,6,152,0,14,27788,0,0,0,0,0,0,14,6458,27788,0,0,0,14,6458,2,17,0,108,4,44,6458,27788
9-Nov-14,CRJ,3,4,,,0,1,1,0,14,4,315,0,18,16928,4,1700,4978,1,893,1198,13,3865,10752,0,0,0,18,6458,5,15,0,89,4,42,6458,16928
1-Feb-14,320,4,3,,,0,1,1,0,8,7,203,0,15,15936,4,2425,3982,0,0,0,11,4033,11954,1,577,1190,15,6458,4,8,20,130,3,30,6458,15936
16-Nov-14,CRJ,5,4,1,1,0,1,1,0,8,9,246,0,17,27487,1,251,928,0,0,0,16,6206,26559,0,0,0,17,6457,1,19,0,93,5,59,6457,27487
27-Jun-14,MD8,4,,,,0,1,1,0,6,2,79,5,3,58576,3,1276,11737,1,2650,29859,4,2531,34251,0,0,0,8,6457,3,25,25,,4,26,4643,75847
22-Jul-14,CRJ,5,4,1,1,0,1,1,0,16,0,532,1,15,34077,2,1153,5563,0,0,0,14,5303,35750,1,900,4493,16,6456,1,20,0,123,5,36,5784,41313
14-Aug-14,M90,5,4,1,1,0,0,1,1,10,0,488,0,10,16098,8,5450,13542,0,0,0,2,1006,2556,7,4967,12094,10,6456,1,27,0,123,4,33,6456,16098
18-Jul-14,CR9,5,5,1,1,0,1,1,0,15,0,157,0,15,16786,14,6282,16592,0,0,0,1,173,549,11,5177,14040,15,6455,4,24,0,13,5,28,6347,17141
2-Apr-14,757,5,4,,,0,1,1,0,11,5,125,0,16,29184,4,1726,6083,0,0,0,12,4728,23101,0,0,0,16,6454,1,29,0,163,4,50,6454,29184
12-Aug-14,CR7,5,5,1,1,0,1,1,0,23,1,329,0,24,29978,8,1987,8270,0,0,0,16,4467,21708,0,0,0,24,6454,0,3,0,38,5,52,6454,29978
20-Feb-14,ERJ,4,5,1,1,0,0,1,1,6,5,345,0,11,10423,0,0,0,0,0,0,11,6453,10423,0,0,0,11,6453,1,29,1,127,5,24,6453,10423
13-Nov-14,763,5,5,1,0,0,1,1,0,12,1,287,0,13,30972,0,0,0,2,815,4074,11,5638,26898,0,0,0,13,6453,2,2,0,149,5,43,6453,30972
22-Apr-14,757,4,3,1,0,0,1,1,0,11,7,203,1,17,26489,3,1211,4918,1,525,3195,14,4716,18376,0,0,0,18,6452,0,12,26,87,4,52,6452,26489
14-Jul-14,320,4,3,,,0,1,1,0,14,1,382,0,15,31312,2,682,4589,0,0,0,13,5770,26723,0,0,0,15,6452,2,7,0,48,4,29,6452,31312
21-Aug-14,M90,4,4,1,1,0,1,1,0,3,7,72,0,10,26293,1,694,1150,0,0,0,9,5757,25143,1,694,1150,10,6451,1,4,0,57,5,38,6451,26293
26-Jul-14,717,5,5,,,0,1,1,0,4,6,336,2,8,32119,4,2149,7958,0,0,0,6,4302,31583,0,0,0,10,6450,4,19,1,133,5,35,5652,39541
20-Feb-14,CRJ,5,5,,,0,1,1,0,5,0,52,5,0,41088,0,0,0,0,0,0,5,6449,41088,0,0,0,5,6449,2,13,8,76,5,16,6449,41088
10-Dec-14,332,5,3,1,,0,1,1,0,7,0,113,6,1,51297,1,482,1585,0,0,0,6,5967,49712,1,482,1585,7,6449,1,24,0,111,5,16,6449,51297
25-Dec-14,757,5,3,,,0,1,1,0,13,0,64,13,0,48047,0,0,0,3,1339,12534,10,5109,37602,0,0,0,13,6448,0,17,0,127,5,26,6239,50136
11-Oct-14,739,4,3,,,0,1,1,0,19,1,393,0,20,48776,4,1481,8409,0,0,0,16,4967,40367,2,1124,4231,20,6448,2,7,0,71,3,45,6448,48776
8-Nov-14,M90,5,4,0,1,0,1,1,0,10,7,942,0,17,42362,2,1091,5307,0,0,0,15,5356,38540,2,1091,5307,17,6447,4,6,0,89,4,65,6246,43847
20-Dec-14,738,5,3,,,0,1,1,0,6,2,50,1,7,38996,4,1677,11995,1,1910,11276,3,2860,18781,0,0,0,8,6447,2,16,0,250,4,28,5877,42052
13-Jun-14,CR9,4,3,,,0,1,1,0,16,1,272,2,15,28913,9,3694,13844,0,0,0,8,2752,15069,0,0,0,17,6446,0,27,0,76,3,36,6446,28913
19-Nov-14,320,5,5,1,1,0,1,1,0,25,0,222,0,25,47926,8,3234,15860,0,0,0,17,3211,32066,4,1459,7582,25,6445,0,3,0,93,5,47,6445,47926
23-Jul-14,77L,4,4,1,1,0,1,1,0,8,10,274,0,18,19912,0,0,0,0,0,0,18,6444,19912,0,0,0,18,6444,3,21,0,126,4,59,6444,19912
9-Sep-14,738,5,5,,,0,1,1,0,10,0,249,0,10,30060,10,6443,30060,0,0,0,0,0,0,10,6443,30060,10,6443,1,24,0,98,5,18,6443,30060
16-May-14,757,3,4,0,0,0,1,1,0,1,6,179,0,7,13273,0,0,0,0,0,0,7,6443,13273,0,0,0,7,6443,1,20,0,250,1,18,6443,13273
16-Nov-14,757,5,5,0,1,0,1,1,0,12,1,462,1,12,26194,0,0,0,0,0,0,13,6441,26194,0,0,0,13,6441,2,5,0,55,5,46,6441,26194
7-Mar-14,M90,5,4,,,0,1,0,0,7,0,915,3,4,44018,0,0,0,1,3602,12766,6,2838,35291,0,0,0,7,6440,3,32,13,58,5,23,5314,48057
17-Dec-14,757,5,5,,,0,1,1,0,22,6,767,0,28,43173,15,3637,21715,1,192,1394,12,2610,20064,6,1300,7774,28,6439,0,27,0,44,5,41,6439,43173
8-Nov-14,M90,5,4,,,0,1,0,0,13,2,265,0,15,54878,8,3401,27745,0,0,0,7,3037,27133,0,0,0,15,6439,0,6,0,110,5,60,6439,54878
27-May-14,320,4,4,1,1,0,1,1,0,6,12,316,0,18,23702,0,0,0,0,0,0,18,6438,23702,0,0,0,18,6438,2,24,0,196,4,32,6438,23702
24-Jan-14,320,4,3,,,0,1,0,0,5,3,90,0,8,18609,3,2877,7999,0,0,0,5,3561,10610,0,0,0,8,6438,1,14,1,57,4,26,6438,18609
23-Oct-14,M90,4,4,,,0,1,1,0,5,9,436,1,13,21179,6,1525,4957,1,3053,7751,7,1859,8471,0,0,0,14,6437,1,16,0,126,4,41,6437,21179
26-Feb-14,319,4,4,,,0,1,1,0,6,1,259,0,7,12927,7,6436,12927,0,0,0,0,0,0,5,4191,10195,7,6436,3,22,4,79,5,24,6436,12927
24-May-14,757,2,4,1,0,0,1,1,0,4,7,74,0,11,25691,0,0,0,0,0,0,11,6435,25691,0,0,0,11,6435,0,1,0,23,3,23,6435,25691
18-Mar-14,E70,4,3,1,1,0,1,1,0,18,2,486,2,18,43547,5,1181,8210,2,966,7214,13,4286,28123,0,0,0,20,6434,2,9,0,62,2,67,6434,43547
11-Aug-14,MD8,4,3,,,0,1,1,0,12,2,167,1,13,34508,2,1091,6669,1,446,3042,11,4895,25177,0,0,0,14,6432,2,18,1,78,4,37,6349,34888
8-Jun-14,757,4,4,,1,0,0,1,0,11,2,482,1,12,32178,2,1447,5593,0,0,0,11,4986,26585,0,0,0,13,6432,3,32,0,110,5,46,6432,32178
19-Sep-14,757,5,4,,,0,1,1,0,11,2,220,2,11,30920,0,0,0,0,0,0,13,6431,34944,0,0,0,13,6431,0,3,7,80,5,21,5678,34944
10-Feb-14,MD8,5,4,1,1,0,1,1,0,2,0,192,1,1,3196,1,978,3196,1,5451,9517,0,0,0,1,978,3196,2,6429,1,31,0,250,4,2,978,12713
16-Mar-14,739,2,3,1,1,0,1,1,0,2,8,383,0,10,18100,1,812,3787,0,0,0,9,5617,14313,0,0,0,10,6429,1,20,0,132,4,24,6429,18100
30-Jun-14,ERJ,3,3,,,0,1,1,0,9,1,316,1,9,43309,2,596,5640,0,0,0,8,5832,38449,0,0,0,10,6428,2,28,2,26,2,44,6073,44089
15-May-14,757,5,4,1,0,0,1,1,0,12,7,309,1,18,29435,3,950,3635,1,517,812,15,4961,25180,0,0,0,19,6428,3,25,2,105,5,49,6310,29627
6-Dec-14,763,5,4,0,0,0,1,1,0,4,9,254,0,13,25461,1,352,571,0,0,0,12,6075,24890,0,0,0,13,6427,2,24,12,192,5,42,6427,25461
24-Nov-14,76L,5,5,1,1,0,0,0,0,5,0,110,3,2,34794,0,0,0,0,0,0,5,6427,36651,0,0,0,5,6427,1,22,0,89,2,10,5677,36651
7-Jul-14,757,4,5,1,0,0,1,1,0,6,9,403,0,15,16844,1,309,1744,0,0,0,14,6118,15100,0,0,0,15,6427,4,6,0,82,4,29,6427,16844
31-Dec-14,319,3,3,1,0,0,1,1,0,6,0,144,0,6,19356,6,6426,19356,0,0,0,0,0,0,6,6426,19356,6,6426,0,16,0,250,3,22,6426,19356
26-Mar-14,CRJ,5,4,1,1,0,0,1,0,6,1,107,0,7,10189,2,3572,6109,0,0,0,5,2853,6114,1,713,1960,7,6425,1,31,0,90,5,18,4606,12223
11-Jul-14,757,5,5,,,0,1,0,0,7,3,487,1,9,24095,3,2374,9941,0,0,0,7,4050,25091,0,0,0,10,6424,2,31,0,135,5,30,4474,35032
26-Jan-14,320,5,5,1,0,0,1,1,0,7,7,255,1,13,24612,4,1088,4942,0,0,0,10,5334,20467,2,670,3357,14,6422,1,15,23,29,5,28,6140,25409
12-Aug-14,757,5,5,,,0,1,0,0,8,3,151,0,11,46999,1,540,4149,1,815,5959,9,5065,36891,0,0,0,11,6421,1,18,0,129,2,38,6421,46999
30-Aug-14,763,4,5,1,1,0,0,1,0,5,1,203,0,6,11866,6,6421,11866,0,0,0,0,0,0,4,3384,5883,6,6421,0,5,0,42,4,14,6421,11866
17-Sep-14,CR7,5,4,1,0,0,0,1,1,3,0,167,1,2,14310,2,1660,5546,1,4760,9954,0,0,0,2,1660,5546,3,6420,0,8,0,46,5,12,5570,15500
15-Dec-14,E75,,4,1,1,0,1,1,0,9,1,156,1,9,29986,2,753,4553,1,3194,9689,7,2472,16631,0,0,0,10,6420,0,31,33,94,5,36,5813,30873
21-Dec-14,319,5,5,,,0,1,1,0,12,0,275,4,8,41349,1,1019,1580,3,1084,5330,8,4316,34439,0,0,0,12,6419,6,21,1,67,5,30,6419,41349
2-Dec-14,M90,5,4,1,0,0,1,1,0,9,0,292,0,9,23733,1,1311,3337,0,0,0,8,5108,20396,0,0,0,9,6419,0,15,0,250,5,35,6419,23733
20-Nov-14,757,5,4,1,0,0,1,1,0,12,0,246,0,12,37673,2,959,5271,0,0,0,10,5460,32402,0,0,0,12,6419,0,1,0,55,5,43,6419,37673
12-Feb-14,757,5,,,,0,1,1,0,11,1,746,0,12,43808,3,1544,8402,0,0,0,9,4874,35406,0,0,0,12,6418,1,18,13,95,5,27,6418,43808
20-Sep-14,744,4,5,,,0,1,0,0,9,1,234,4,6,94001,1,436,4424,1,547,4525,8,5433,85052,0,0,0,10,6417,1,26,26,91,5,35,6417,94001
13-Dec-14,757,5,5,1,1,0,1,1,0,8,11,290,0,19,31083,5,1643,4791,0,0,0,14,4772,26292,0,0,0,19,6415,3,22,0,42,5,51,6415,31083
24-Mar-14,CRJ,4,,,,0,1,0,0,0,2,7,2,0,26570,0,0,0,0,0,0,2,6415,26570,0,0,0,2,6415,0,4,4,,2,6,6415,26570
6-Oct-14,757,5,4,1,1,0,0,1,0,8,10,177,0,18,21718,3,1131,3554,0,0,0,15,5283,18164,0,0,0,18,6414,3,23,0,99,5,51,6414,21718
18-Feb-14,320,4,,,,0,1,1,0,7,1,271,2,6,17062,6,3163,11218,2,3250,5844,0,0,0,6,3163,11218,8,6413,0,27,1,98,3,20,6413,17062
2-Nov-14,76L,5,4,1,0,0,1,1,0,2,4,253,2,4,37949,0,0,0,0,0,0,6,6413,38207,0,0,0,6,6413,0,24,0,160,4,21,6318,38207
15-Dec-14,M90,5,5,,,0,1,1,0,9,8,540,0,17,38444,2,550,2450,0,0,0,15,5862,35994,0,0,0,17,6412,2,20,13,116,5,63,6412,38444
6-Aug-14,CRJ,5,5,,,0,1,1,0,8,0,178,1,7,26333,1,1049,4762,0,0,0,7,5361,21571,0,0,0,8,6411,1,20,0,117,5,32,6411,26333
23-Mar-14,CR9,4,3,,,0,1,1,0,13,0,389,1,12,28083,1,140,998,0,0,0,12,6267,29422,0,0,0,13,6408,2,4,42,35,5,29,6008,30420
23-Oct-14,76G,5,5,,,0,1,1,0,15,1,979,1,15,59446,5,1335,11472,1,478,5102,10,4594,45176,0,0,0,16,6407,6,11,37,57,5,52,6287,61750
15-Oct-14,MD8,5,4,,,0,1,1,0,9,5,251,4,10,36558,6,3377,16303,3,1292,11152,5,1738,11437,0,0,0,14,6406,5,26,7,155,4,46,6011,38892
31-Oct-14,738,5,3,,,0,1,1,0,12,4,134,1,15,42484,4,1977,12513,0,0,0,12,4429,31331,1,438,2373,16,6406,7,8,17,91,3,36,5993,43844
30-Aug-14,MD8,5,5,,,0,1,1,0,15,1,104,0,16,21791,15,6275,21066,0,0,0,1,130,725,4,1891,5526,16,6406,1,8,0,40,5,57,6406,21791
24-Jul-14,CR7,5,5,,,0,1,1,0,9,1,434,3,7,39924,4,1592,11351,1,610,4807,5,4204,34919,0,0,0,10,6405,2,11,5,196,5,20,4786,51077
29-Jan-14,738,4,4,1,1,0,0,1,0,9,4,572,0,13,26414,0,0,0,0,0,0,13,6404,26414,0,0,0,13,6404,1,29,0,250,4,23,6404,26414
13-Oct-14,763,3,4,0,1,0,1,1,0,7,5,170,0,12,32279,1,257,2682,0,0,0,11,6147,29597,0,0,0,12,6404,4,7,0,41,4,24,6404,32279
23-Nov-14,MD8,5,4,,,0,1,0,0,7,13,415,0,20,31540,8,2334,11607,0,0,0,12,4065,19933,0,0,0,20,6400,3,17,1,80,4,65,6400,31540
8-Jan-14,333,5,4,1,,0,1,1,0,7,0,129,1,6,17071,2,2114,8829,1,2873,7732,4,1413,3950,2,2114,8829,7,6400,1,24,0,113,4,20,5377,20511
28-Nov-14,757,4,3,,,0,1,0,0,10,0,107,0,10,40962,2,1835,7591,0,0,0,8,4564,33371,0,0,0,10,6400,1,23,0,130,2,27,6400,40962
22-Aug-14,MD8,5,5,,,0,1,1,0,9,7,306,0,16,38160,3,1069,9713,0,0,0,13,5330,29552,0,0,0,16,6399,1,11,0,78,5,43,6218,39265
30-Aug-14,MD8,4,3,1,0,0,0,1,0,3,3,44,4,2,13117,3,1946,5398,2,3816,6529,1,636,1190,3,1946,5398,6,6398,0,1,0,,3,10,6398,13117
8-Oct-14,739,,,,,0,1,1,0,2,12,208,1,13,13466,2,1486,898,0,0,0,12,4911,12568,0,0,0,14,6397,0,22,13,30,,28,6397,13466
17-Dec-14,CR7,5,5,1,1,0,1,1,0,8,6,82,0,14,18440,2,659,2316,0,0,0,12,5738,16124,0,0,0,14,6397,0,20,0,95,5,36,6397,18440
17-Jul-14,CRJ,4,4,1,0,0,1,0,0,2,6,28,1,7,23929,4,3226,12961,0,0,0,4,3171,16404,2,2100,6595,8,6396,1,24,2,129,4,18,5544,29365
29-Mar-14,MD8,4,4,1,0,0,1,1,0,11,0,47,0,11,15060,8,4851,9009,1,524,2030,2,1021,4021,6,2874,6829,11,6396,1,13,0,131,4,24,6396,15060
