Rk,Player,Pos,Age,WinPct,Team,G,MP,PER,TSpct,3PAr,FTr,ORBpct,DRBpct,TRBpct,ASTpct,STLpct,BLKpct,TOVpct,USGpct,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP
43,Andray Blatche,PF,27,0.537,BRK,73,1618,18.8,0.532,0.08,0.328,8.9,19.9,14.4,12.8,2.4,2,12.5,25.6,1.6,2.1,3.7,0.109,-0.6,0.7,0.1,0.8
44,Alan Anderson,SF,31,0.537,BRK,78,1773,9.5,0.525,0.511,0.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,0.8,0.9,1.7,0.047,-0.8,-1.4,-2.2,-0.1
45,Cody Zeller,C,21,0.524,CHA,82,1416,13.1,0.498,0.002,0.495,9.4,18.8,14.1,10.4,1.5,2.3,15,18.9,0.4,2.2,2.6,0.09,-3.2,1.8,-1.3,0.2
46,D.J. White,PF,27,0.524,CHA,2,10,2.4,0,0,0,0,22.7,11.3,0,5.2,0,0,4.6,0,0,0,0.004,-10.3,3.4,-6.9,0
47,Kemba Walker,PG,23,0.524,CHA,73,2614,16.8,0.499,0.286,0.295,1.7,11.6,6.6,29.7,1.7,1,11.6,25.8,1.8,3.3,5.1,0.093,1.6,0.2,1.7,2.4
48,Anthony Tolliver,PF,28,0.524,CHA,64,1298,11,0.605,0.805,0.134,2.9,11.8,7.3,5,0.8,0.9,6.6,12.4,1.9,1.3,3.2,0.117,0.8,-0.5,0.3,0.8
49,Jeffery Taylor,SF,24,0.524,CHA,26,629,5.9,0.436,0.307,0.216,2.7,8.1,5.4,5.7,1.1,0.6,9.5,19.4,-0.8,0.6,-0.2,-0.019,-4.2,-1.2,-5.4,-0.5
50,Jannero Pargo,PG,34,0.524,CHA,29,242,18.9,0.554,0.508,0.093,0.5,8.9,4.7,40.3,3,0.3,17.5,28.4,0.2,0.4,0.5,0.105,3.1,-2.2,0.9,0.2
51,Josh McRoberts,PF,26,0.524,CHA,78,2360,13.8,0.548,0.514,0.15,4,13.8,8.9,21.9,1.3,1.5,12.1,13.4,3.5,3,6.5,0.132,1.3,1.6,2.9,2.9
52,Michael Kidd-Gilchrist,SF,20,0.524,CHA,62,1502,12,0.516,0.025,0.521,8.2,16.2,12.2,5.4,1.5,2.1,12.1,15.2,0.9,2.2,3.1,0.098,-2.7,1.7,-0.9,0.4
53,Al Jefferson,C,29,0.524,CHA,73,2553,22.7,0.532,0.011,0.201,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,3.1,4.7,7.8,0.146,0.3,1.5,1.8,2.5
54,Gerald Henderson,SG,26,0.524,CHA,77,2461,13.1,0.507,0.124,0.332,1.4,12.9,7.1,13.9,1.1,1,9.6,22.1,0.8,2.8,3.6,0.071,-1.7,0,-1.7,0.2
55,Ben Gordon,SG,30,0.524,CHA,19,279,6.4,0.422,0.269,0.194,1.2,9.8,5.5,12.2,1.9,0.6,15.2,22.9,-0.7,0.3,-0.3,-0.058,-5.9,-1,-6.8,-0.3
56,Chris Douglas-Roberts,SF,27,0.524,CHA,49,1016,12.2,0.588,0.524,0.325,1.8,11.5,6.6,7.9,1.5,1.2,11.1,14.7,1.1,1.2,2.4,0.113,-0.3,0.4,0.1,0.5
57,Bismack Biyombo,C,21,0.524,CHA,77,1072,13.3,0.606,0,0.618,11,27.6,19.3,1.1,0.3,6.3,17.9,9.6,1.1,2.1,3.2,0.144,-4.7,2.2,-2.5,-0.1
58,Tony Snell,SG,22,0.585,CHI,77,1231,8,0.489,0.53,0.122,1.8,9.6,5.7,9.1,1.3,0.9,11.1,14.9,-0.1,1.7,1.6,0.063,-2.9,-0.2,-3,-0.3
60,Joakim Noah,C,28,0.585,CHI,80,2820,20,0.531,0.003,0.419,11.6,24.5,18.2,26.4,1.9,3.3,17,18.7,4.5,6.6,11.2,0.19,1.1,5.5,6.6,6.1
64,Kirk Hinrich,PG,33,0.585,CHI,73,2116,10.8,0.494,0.391,0.202,1.7,8.5,5.2,22.6,2,1,15.1,17.3,0.4,3.3,3.8,0.085,-1.3,0.5,-0.8,0.6
65,Taj Gibson,PF,28,0.585,CHI,82,2351,16,0.524,0.008,0.314,9.8,17.1,13.5,7.3,0.9,3.7,12.8,23,1.4,4.4,5.7,0.117,-2.6,1.4,-1.1,0.5
66,Mike Dunleavy,SF,33,0.585,CHI,82,2584,12.6,0.549,0.419,0.212,2.1,13,7.6,12.3,1.3,1.4,11.3,17,2.4,4.1,6.5,0.121,-0.3,1.1,0.7,1.8
67,Jimmy Butler,SG,24,0.585,CHI,67,2591,13.5,0.522,0.346,0.488,3.9,10.5,7.2,11.1,2.6,1.1,10.8,16.8,2.4,4.6,7.1,0.131,0,2.4,2.4,2.9
68,Carlos Boozer,PF,32,0.585,CHI,76,2141,14.4,0.489,0.002,0.197,7.4,25.9,16.8,10.9,1.3,0.8,12.6,26.3,-0.9,4.3,3.4,0.076,-4,0.6,-3.4,-0.7
69,Tyler Zeller,C,24,0.402,CLE,70,1049,15.4,0.581,0.003,0.417,10.8,19.6,15.1,5.6,0.9,3,14.9,17.1,1.5,1.1,2.6,0.12,-1.9,0.2,-1.7,0.1
70,Dion Waiters,SG,22,0.402,CLE,70,2072,14,0.508,0.252,0.237,1.7,9,5.3,18.2,1.6,0.7,12.3,26.9,0.3,1.3,1.6,0.037,-0.2,-1.8,-2.1,0
71,Anderson Varejao,C,31,0.402,CLE,65,1800,17,0.527,0.015,0.294,11.4,28.2,19.6,12.2,2,1.8,12.2,14.6,2.7,2.7,5.4,0.144,-0.4,3,2.7,2.1
72,Tristan Thompson,PF,22,0.402,CLE,82,2594,14.9,0.528,0.001,0.445,11.4,21.5,16.3,4.5,0.8,1.1,10.6,17.5,3.4,2.3,5.7,0.106,-1.5,-0.5,-2,0
73,C.J. Miles,SG,26,0.402,CLE,51,984,16,0.569,0.516,0.183,2,9.9,5.9,9.1,2.4,1.3,9.1,22,1.5,0.9,2.5,0.122,2,-1.2,0.7,0.7
74,Sergey Karasev,SF,20,0.402,CLE,22,156,2.3,0.47,0.543,0.286,0,11.8,5.8,5.6,1,0.5,21.8,14.4,-0.2,0.1,-0.1,-0.041,-5.9,-1.6,-7.5,-0.2
75,Jarrett Jack,PG,30,0.402,CLE,80,2252,11.5,0.498,0.265,0.213,1.1,10.3,5.6,22.7,1.3,0.8,14.8,17.8,0.9,1.4,2.3,0.049,-1.4,-0.9,-2.3,-0.2
76,Kyrie Irving,PG,21,0.402,CLE,71,2496,20.1,0.533,0.278,0.273,2.3,9.5,5.8,31.6,2.2,0.8,12.1,28.2,4.6,2.1,6.7,0.128,4.1,-0.9,3.2,3.3
77,Scotty Hopson,SG,24,0.402,CLE,2,7,-6.5,0.102,0.5,0.5,0,0,0,18.8,7.4,0,0,31.1,-0.1,0,-0.1,-0.412,-12.9,-4.3,-17.2,0
78,Alonzo Gee,SF,26,0.402,CLE,65,1020,8.6,0.491,0.246,0.258,3.8,12.8,8.2,6.9,2,1.2,14.3,13.4,-0.1,1,0.9,0.041,-3.3,0.7,-2.6,-0.2
79,Carrick Felix,SG,23,0.402,CLE,7,38,13.3,0.603,0.357,0.286,2.9,15.1,8.9,18.2,0,0,20.2,23.2,0,0,0,0.057,-1.1,-3.5,-4.7,0
80,Shane Edwards,SF,26,0.402,CLE,2,12,-1,0.333,0,0,9.1,9.6,9.3,0,0,0,25,14.9,0,0,0,-0.141,-10.5,-4.7,-15.2,0
81,Matthew Dellavedova,SG,23,0.402,CLE,72,1271,10.7,0.534,0.524,0.162,2.5,8.5,5.4,22.1,1.3,0.3,15.9,13.2,1.4,0.7,2.1,0.078,-0.5,-1.7,-2.1,0
82,Anthony Bennett,SF,20,0.402,CLE,52,663,6.9,0.425,0.236,0.307,8.1,18.4,13.1,4,1.6,1,15.5,20.3,-1.1,0.7,-0.4,-0.028,-5.8,-1.5,-7.3,-0.9
83,Brandan Wright,C,26,0.598,DAL,58,1077,23.5,0.695,0,0.32,11,15.1,13.1,4.7,1.5,4.2,8.5,17.4,4.1,1,5.1,0.227,3.1,0.6,3.6,1.5
84,Dirk Nowitzki,PF,35,0.598,DAL,80,2628,23.6,0.603,0.258,0.295,1.8,20,10.9,14.2,1.4,1.4,7.5,26.9,8.6,2.3,10.9,0.199,4.1,-0.8,3.3,3.5
85,Gal Mekel,PG,25,0.598,DAL,31,292,5.4,0.4,0.233,0.14,2,8.6,5.3,30.1,0.7,0.3,25.4,19,-0.5,0.1,-0.4,-0.073,-5.7,-3.4,-9.2,-0.5
86,Shawn Marion,SF,35,0.598,DAL,76,2409,13.7,0.537,0.229,0.092,6.4,17.4,11.9,7.6,1.9,1.3,11.4,15.7,2.2,2.1,4.3,0.086,0,1.1,1.1,1.9
87,Ricky Ledo,SG,21,0.598,DAL,11,33,12.7,0.506,0.471,0.235,0,7,3.5,9.5,1.6,0,9.6,28.6,0,0,0,0.024,-1.6,-5.6,-7.2,0
88,Shane Larkin,PG,21,0.598,DAL,48,489,8.3,0.446,0.277,0.182,2.6,7.3,5,20.4,2.7,0.2,20.9,17.4,-0.4,0.3,-0.1,-0.01,-3.5,-1.2,-4.7,-0.3
89,Bernard James,C,28,0.598,DAL,30,146,8.5,0.503,0.043,0.478,12,21.2,16.6,2.8,1.1,4.5,26.4,11.8,0,0.2,0.1,0.04,-4.8,1.1,-3.7,-0.1
90,Devin Harris,PG,30,0.598,DAL,40,818,14.6,0.517,0.398,0.453,1.1,10.8,6,31,1.8,0.2,16.2,20.2,1.2,0.4,1.6,0.094,0.5,-2.1,-1.6,0.1
91,Monta Ellis,PG,28,0.598,DAL,82,3023,16.8,0.532,0.164,0.336,1.5,9.8,5.6,24.8,2.4,0.6,15.2,26,2.8,2.1,4.9,0.078,0.6,-0.6,0,1.5
92,Wayne Ellington,SG,26,0.598,DAL,45,393,12.2,0.554,0.468,0.087,2.4,10.2,6.3,7.1,2.1,0.4,7.8,16.4,0.4,0.2,0.7,0.084,0,-1.7,-1.7,0
93,Samuel Dalembert,C,32,0.598,DAL,80,1614,16.8,0.605,0.003,0.363,14.4,24.2,19.4,3.4,1.3,4.8,17.1,14.8,2.9,2.1,4.9,0.147,-0.9,1.5,0.6,1.1
94,Jae Crowder,SF,23,0.598,DAL,78,1254,11.9,0.551,0.51,0.206,4.3,13.5,8.9,6.7,2.4,1.4,11.3,13.2,1.2,1.1,2.3,0.089,0,0.6,0.6,0.8
95,Vince Carter,SG,37,0.598,DAL,81,1973,15.9,0.539,0.457,0.242,4,12.6,8.3,16.5,1.6,1.5,10.7,23.1,3,1.3,4.3,0.105,2.2,-1,1.1,1.6
96,Jose Calderon,PG,32,0.598,DAL,81,2468,15.2,0.596,0.568,0.084,1.4,7.6,4.5,22.4,1.4,0.4,11.7,16.2,5.4,0.8,6.3,0.122,3.3,-2,1.3,2.1
97,DeJuan Blair,PF,24,0.598,DAL,78,1214,17.3,0.557,0.005,0.308,13.3,21.6,17.5,8.9,2.5,1.4,14.7,19.6,1.8,1.5,3.4,0.133,-0.2,0.8,0.6,0.8
98,Nate Robinson,PG,29,0.439,DEN,44,866,15.6,0.544,0.402,0.222,2.6,7.5,5,21.3,2,0.3,12.1,23.5,1.3,0.5,1.8,0.101,1.9,-2.1,-0.2,0.4
99,Anthony Randolph,PF,24,0.439,DEN,43,527,12.2,0.499,0.347,0.392,4.1,21,12.5,9.1,2.4,2.7,15.9,19.8,-0.1,0.7,0.6,0.055,-3.1,1.3,-1.8,0
100,Timofey Mozgov,C,27,0.439,DEN,82,1770,16.7,0.584,0.044,0.477,10.4,21.9,16.1,5.5,0.7,4.2,15.6,18.8,2.6,1.9,4.5,0.123,-1.5,1,-0.5,0.7
101,Quincy Miller,PF,21,0.439,DEN,52,789,8.6,0.459,0.367,0.215,4.9,15.2,10.1,4.9,1.4,3,14.6,17.7,-0.7,0.7,0,0.002,-4.1,0.3,-3.8,-0.4
102,JaVale McGee,C,26,0.439,DEN,5,79,10.2,0.455,0,0.026,13.6,9.6,11.6,4.4,0.6,6.5,17.2,25,-0.1,0.1,-0.1,-0.039,-5.8,-0.1,-5.9,-0.1
103,Ty Lawson,PG,26,0.439,DEN,62,2222,19,0.554,0.251,0.504,1.9,8.5,5.2,38.2,2.2,0.3,16.9,22.7,4.8,1.5,6.3,0.136,2.9,-1.2,1.7,2.1
104,J.J. Hickson,PF,25,0.439,DEN,69,1859,16.2,0.521,0.012,0.443,11.9,24.8,18.3,8.4,1.2,2,14.1,20.8,1.3,2.1,3.3,0.086,-1.7,0.8,-0.8,0.6
105,Randy Foye,SG,30,0.439,DEN,81,2485,13.3,0.558,0.569,0.211,1.6,8.5,5,17.7,1.3,1.2,13.2,18.8,3.3,1.3,4.6,0.089,1.9,-1,0.9,1.8
106,Evan Fournier,SG,21,0.439,DEN,76,1503,10.3,0.533,0.436,0.226,2.4,12.1,7.3,11.6,1.1,0.3,14.3,19.7,0.6,0.8,1.4,0.043,-0.9,-1.6,-2.5,-0.2
107,Kenneth Faried,PF,24,0.439,DEN,80,2178,19.8,0.573,0.004,0.379,11.8,22.2,16.9,7.5,1.6,2.3,12.4,21.3,4,2.5,6.5,0.144,0.3,0.9,1.2,1.8
108,Wilson Chandler,SF,26,0.439,DEN,62,1927,12.4,0.526,0.476,0.206,3.2,13.3,8.2,9.3,1.2,1.2,8.9,19.5,1.8,1.2,3.1,0.076,0.7,-0.6,0.2,1.1
109,Darrell Arthur,SF,25,0.439,DEN,68,1161,9.4,0.459,0.156,0.151,4.8,14.7,9.8,8,1.6,3,11.7,18.1,-0.5,1.2,0.7,0.029,-3.8,1,-2.8,-0.2
110,Charlie Villanueva,PF,29,0.354,DET,20,180,12.7,0.469,0.609,0.152,3.5,17.9,10.3,5.5,1.1,2.2,6.7,25,0,0.1,0.1,0.034,-1.2,-4,-5.2,-0.1
111,Rodney Stuckey,SG,27,0.354,DET,73,1950,14,0.516,0.103,0.342,2.1,7.7,4.7,12.7,1.4,0.4,11.3,24.3,1.8,0.4,2.2,0.053,-1.2,-2.9,-4.1,-1
112,Josh Smith,SF,28,0.354,DET,77,2730,14.1,0.463,0.215,0.244,3.9,17.6,10.4,15,1.9,3.2,12.7,24.5,-1.4,2.5,1.1,0.02,-1.7,1.1,-0.6,0.9
113,Peyton Siva,SG,23,0.354,DET,24,224,5.7,0.425,0.439,0.263,0.9,6.2,3.4,21,2,0.4,22.1,15.6,-0.2,0.1,-0.2,-0.032,-4.4,-2.8,-7.3,-0.3
114,Kyle Singler,SF,25,0.354,DET,82,2337,11.8,0.574,0.409,0.306,5.2,9.2,7.1,4.7,1.3,1.3,10.4,14,3.6,0.7,4.4,0.09,0.7,-0.8,-0.1,1.1
115,Greg Monroe,PF,23,0.354,DET,82,2690,18.1,0.531,0.001,0.362,9.9,21.6,15.4,10.3,1.7,1.4,12.4,21.4,3.7,2.3,5.9,0.106,0,0.4,0.3,1.6
116,Tony Mitchell,PF,21,0.354,DET,21,79,18.1,0.54,0.083,1.583,19.7,16,18,3.4,3.8,3,16.4,13.2,0.1,0.1,0.2,0.151,-0.1,1.4,1.3,0.1
117,Jonas Jerebko,PF,26,0.354,DET,64,741,13.4,0.577,0.356,0.284,7.2,19.3,12.9,7.8,1.4,0.6,15.5,16,1,0.5,1.4,0.092,-0.7,-1.4,-2.1,0
118,Brandon Jennings,PG,24,0.354,DET,80,2728,15.6,0.486,0.403,0.283,2.2,7.8,4.9,34.4,1.9,0.2,14.4,23.4,3,0.9,3.9,0.068,2.1,-2.6,-0.5,1
119,Josh Harrellson,C,24,0.354,DET,32,317,13.4,0.547,0.378,0.085,9.8,16.7,13.1,6.9,1,3.8,10.5,12.8,0.5,0.2,0.7,0.108,-0.5,0.2,-0.2,0.1
120,Andre Drummond,C,20,0.354,DET,81,2619,22.6,0.599,0.003,0.427,17.5,27.7,22.3,2.2,2,4,10.7,16.7,6.4,3.5,9.9,0.182,1.1,0.5,1.6,2.4
121,Luigi Datome,SF,26,0.354,DET,34,238,8,0.409,0.402,0.103,6.1,15.5,10.6,7,1.3,0.3,9.8,20.2,-0.2,0.1,-0.1,-0.023,-3.8,-3.2,-7,-0.3
122,Kentavious Caldwell-Pope,SG,20,0.354,DET,80,1583,9.4,0.483,0.402,0.133,2.5,8.6,5.4,5,2.4,0.6,5.4,13.9,1,0.8,1.8,0.055,-1.2,-0.8,-2.1,0
123,Will Bynum,PG,31,0.354,DET,56,1054,14.4,0.502,0.144,0.281,2.4,8.2,5.1,32.5,1.9,0.5,17.6,23.8,0.6,0.4,1,0.047,-0.7,-2.8,-3.5,-0.4
124,Chauncey Billups,SG,37,0.354,DET,19,309,5.3,0.427,0.608,0.152,1.3,8.9,4.9,18.7,1.3,0.3,22.9,15.1,-0.3,0.1,-0.3,-0.042,-3.8,-2.4,-6.3,-0.3
125,Klay Thompson,SG,23,0.622,GSW,81,2868,14.3,0.555,0.425,0.147,1.5,7.9,4.7,10.2,1.3,1,9.2,22.6,3.5,3.2,6.7,0.112,1.3,-0.6,0.7,1.9
126,Marreese Speights,C,26,0.622,GSW,79,982,15.2,0.507,0.07,0.303,11.4,20.6,16.1,5.3,0.5,2.6,11.6,25.4,0.6,1.5,2.1,0.103,-3.9,-1.3,-5.2,-0.8
127,Jermaine O'Neal,PF,35,0.622,GSW,44,883,15.3,0.57,0,0.532,10.7,19.1,15,4.2,0.8,3.4,14.5,17.8,1.3,1.4,2.7,0.146,-2.5,1.2,-1.3,0.2
128,Nemanja Nedovic,SG,22,0.622,GSW,24,142,-1.7,0.306,0.462,0.205,2.3,9.1,5.8,12.1,0,0.5,23.4,17.2,-0.5,0.1,-0.4,-0.132,-8.9,-1.6,-10.6,-0.3
129,David Lee,PF,30,0.622,GSW,69,2288,19.1,0.566,0.001,0.302,8.8,21.6,15.3,10.9,1,0.9,12,24.3,4.1,3.5,7.6,0.16,-0.1,0.8,0.8,1.6
130,Ognjen Kuzmic,C,23,0.622,GSW,21,92,3.4,0.42,0,0.846,12.1,12.8,12.5,2.9,1.6,3.3,35.9,13.3,-0.2,0.1,0,-0.025,-7.5,2.3,-5.2,-0.1
131,Andre Iguodala,SF,30,0.622,GSW,63,2040,13.7,0.57,0.382,0.288,2.9,12.6,7.8,18.2,2.3,0.7,16.2,13.3,2.7,3.1,5.8,0.135,0.5,2.5,3,2.6
132,Draymond Green,SF,23,0.622,GSW,82,1797,12.7,0.498,0.359,0.268,5.3,19.3,12.4,11.9,2.8,3,15.1,14.8,0.7,3.8,4.5,0.119,-1.6,4.4,2.8,2.2
133,Stephen Curry,PG,25,0.622,GSW,78,2846,24.1,0.61,0.445,0.252,1.8,10.9,6.4,39.9,2.2,0.4,16.1,28.3,9.3,4,13.4,0.225,7.4,0,7.4,6.7
134,Andrew Bogut,C,29,0.622,GSW,67,1769,17,0.61,0,0.171,11.4,29.7,20.7,9.3,1.3,5.2,19.4,12.4,2.4,4,6.5,0.176,-1.2,5.6,4.4,2.8
135,Harrison Barnes,SF,21,0.622,GSW,78,2204,9.8,0.486,0.28,0.267,3.3,11.9,7.7,7.6,1.5,0.7,10,16.8,0.4,2.8,3.2,0.07,-2.3,0.9,-1.4,0.3
136,Hilton Armstrong,C,29,0.622,GSW,15,97,17,0.48,0,0.842,21.8,31,26.5,7.1,2.1,3.1,18.7,14.5,0.1,0.2,0.3,0.162,-2.5,3.1,0.6,0.1
137,Greg Smith,C,23,0.659,HOU,11,100,13.7,0.629,0,0.179,13,16.8,15,0,0.5,1.5,14.2,15.4,0.2,0.1,0.2,0.119,-2.8,-4.7,-7.5,-0.1
138,Josh Powell,F,31,0.659,HOU,1,19,2.5,0.333,0,0,0,27.7,14.6,0,0,3.9,14.3,16.1,-0.1,0,0,-0.094,-13.4,-3,-16.4,-0.1
139,Chandler Parsons,SF,25,0.659,HOU,74,2783,15.9,0.565,0.356,0.224,2.9,12.8,8.2,17.3,1.6,0.8,11.7,19.3,5.1,2.5,7.6,0.131,2.2,0.4,2.6,3.2
140,Donatas Motiejunas,PF,23,0.659,HOU,62,952,10.7,0.504,0.284,0.324,7.4,18.2,13.1,5.5,1,1.6,12.7,17.8,0.3,1,1.4,0.069,-2.7,-0.8,-3.5,-0.4
141,Jeremy Lin,PG,25,0.659,HOU,71,2054,14.3,0.572,0.346,0.4,2,7.8,5.1,22.3,1.6,1,18.4,20.4,2.8,1.6,4.4,0.103,0.6,-1,-0.4,0.8
142,Terrence Jones,PF,22,0.659,HOU,76,2078,19.1,0.577,0.142,0.274,9.2,18.5,14.1,7,1.3,3.5,8.2,18.3,4.6,2.7,7.3,0.169,0.9,1.3,2.2,2.2
143,Dwight Howard,C,28,0.659,HOU,71,2396,21.3,0.6,0.009,0.798,11.4,27.9,20.1,9.3,1.2,4,17.5,24,4,4.1,8,0.161,-0.3,2.2,1.9,2.4
144,James Harden,SG,24,0.659,HOU,73,2777,23.5,0.618,0.401,0.552,2.6,10.7,6.9,27.3,2.1,0.8,15,27.8,10.1,2.7,12.8,0.221,6.2,-0.5,5.7,5.4
145,Francisco Garcia,SF,32,0.659,HOU,55,1083,9.3,0.521,0.656,0.065,2.3,9.8,6.3,8.6,1.2,2.3,9,13.5,0.8,0.9,1.8,0.078,-0.3,0.1,-0.2,0.5
146,Troy Daniels,SG,22,0.659,HOU,5,75,16,0.677,0.806,0,0,5.6,3,11.4,0,0,8.8,19.9,0.2,0,0.2,0.15,4.3,-5.5,-1.2,0
147,Robert Covington,SF,23,0.659,HOU,7,34,15,0.571,0.786,0,6.9,9.3,8.2,0,2.9,0,6.7,19.3,0.1,0,0.1,0.122,1.3,-4.9,-3.6,0
148,Omri Casspi,PF,25,0.659,HOU,71,1283,12.9,0.528,0.429,0.298,5.1,16.8,11.3,10.5,1.7,0.8,13.4,18.3,1,1.4,2.4,0.091,-0.6,-0.2,-0.8,0.4
149,Isaiah Canaan,PG,22,0.659,HOU,22,252,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-1.4,-2,-3.4,-0.1
150,Patrick Beverley,SG,25,0.659,HOU,56,1751,12.4,0.545,0.53,0.212,4.9,7.4,6.2,12.8,2.2,1,11.2,14.8,2.7,1.6,4.2,0.116,1.9,0.6,2.5,2
151,Omer Asik,C,27,0.659,HOU,48,968,14,0.57,0,0.663,12.3,30.1,21.7,3.8,0.7,2.8,19.4,13.8,1,1.5,2.4,0.121,-3.1,0.7,-2.4,-0.1
152,David West,PF,33,0.683,IND,80,2472,17.5,0.533,0.016,0.267,5.7,18.3,12.3,16.1,1.3,2.3,11.2,21.9,3.1,5,8.1,0.157,-0.6,2.7,2,2.5
153,C.J. Watson,PG,29,0.683,IND,63,1193,13,0.555,0.434,0.263,1.9,7.4,4.8,14.4,2.6,0.5,13.9,16.6,1.1,2.1,3.2,0.13,-0.3,0.8,0.5,0.7
154,Lance Stephenson,SG,23,0.683,IND,78,2752,14.7,0.564,0.28,0.226,4.1,18.1,11.4,22.1,1,0.2,18,19.4,2.6,4.8,7.4,0.13,0.7,1.7,2.3,3
155,Donald Sloan,SG,26,0.683,IND,48,392,8.5,0.437,0.359,0.171,1.2,11,6.3,20.1,1.3,0.2,14.9,17.2,-0.3,0.6,0.3,0.039,-4.1,-0.7,-4.8,-0.3
156,Luis Scola,PF,33,0.683,IND,82,1399,13.4,0.505,0.013,0.243,7.2,23.4,15.7,10.4,1,0.9,14.8,23.8,-0.4,2.8,2.5,0.084,-4.3,0.5,-3.8,-0.6
157,Ian Mahinmi,C,27,0.683,IND,77,1248,10.2,0.538,0.005,0.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,0.7,2.7,3.3,0.129,-3.3,3.6,0.3,0.7
158,Solomon Hill,SF,22,0.683,IND,28,226,7.6,0.545,0.575,0.175,4.7,15.2,10.2,7.9,1.1,0.7,23.2,11.3,0,0.4,0.4,0.08,-3.3,1,-2.3,0
159,George Hill,PG,27,0.683,IND,76,2434,13.4,0.563,0.422,0.286,2.6,10.1,6.5,17.2,1.6,0.7,11.7,14.8,3.8,4,7.8,0.154,1,1.4,2.4,2.7
160,Roy Hibbert,C,27,0.683,IND,81,2409,13.5,0.499,0.007,0.357,9.9,15,12.5,6.2,0.6,5.7,14.5,19.4,0.5,5,5.4,0.108,-3.4,3.3,-0.2,1.1
161,Paul George,SF,23,0.683,IND,80,2898,20.1,0.555,0.367,0.341,2.6,17.7,10.5,17.9,2.7,0.6,12.5,28.3,4.4,6.4,10.8,0.178,2.9,1.8,4.7,4.9
162,Chris Copeland,SF,29,0.683,IND,41,265,17.6,0.621,0.675,0.12,3.1,10.1,6.8,12.6,0.6,2,10.2,23.7,0.6,0.4,1,0.186,3.5,-2.1,1.4,0.2
163,Rasual Butler,SG,34,0.683,IND,50,378,12.2,0.585,0.564,0.127,1.9,9.9,6.1,7.4,1,1.8,8.7,15.4,0.5,0.6,1.1,0.138,-0.6,-0.3,-0.9,0.1
164,Maalik Wayns,PG,22,0.695,LAC,2,9,19.3,0.5,0,0,0,23.9,12.3,31.7,11.1,0,0,9.8,0,0,0.1,0.313,2,9.2,11.2,0
165,Sasha Vujacic,SG,29,0.695,LAC,2,10,1.5,0.5,0.4,0,0,32.2,16.7,0,5,0,37.5,35.3,-0.1,0,-0.1,-0.289,-16.7,-3.4,-20.1,0
166,Hedo Turkoglu,SF,34,0.695,LAC,38,392,11.3,0.492,0.459,0.165,3.2,21.4,12.6,11.9,2.4,2,12,15,0.1,0.7,0.8,0.095,-1.9,2.1,0.2,0.2
167,J.J. Redick,SG,29,0.695,LAC,35,987,16.6,0.598,0.465,0.266,1,7.1,4.2,12.6,1.4,0.2,8.6,21.8,2.3,0.7,3,0.147,2.9,-2.1,0.8,0.7
168,Chris Paul,PG,28,0.695,LAC,62,2171,25.9,0.58,0.244,0.397,2,11.4,6.9,48.9,3.5,0.1,12.4,23.7,9,3.2,12.2,0.27,6.8,0.6,7.4,5.2
169,DeAndre Jordan,C,25,0.695,LAC,82,2870,18.2,0.63,0,0.726,13.3,29.3,21.6,3.7,1.4,5.4,15.3,12.4,5.3,5.8,11.1,0.186,-0.1,4.2,4.1,4.4
170,Antawn Jamison,PF,37,0.695,LAC,22,248,7.8,0.408,0.446,0.272,4.2,19.9,12.3,4.1,1.8,0.9,6.4,19.6,-0.3,0.4,0.1,0.019,-4.6,-1.4,-6,-0.2
171,Stephen Jackson,SF,35,0.695,LAC,9,107,0.1,0.27,0.538,0.154,2.2,8,5.2,6.2,2.8,0.7,17.8,13.9,-0.3,0.1,-0.2,-0.099,-6.8,0.9,-5.9,-0.1
172,Ryan Hollins,PF,29,0.695,LAC,61,482,11.9,0.73,0,0.778,7.4,13.1,10.4,2.4,0.9,4.9,23.1,11.5,0.7,0.6,1.3,0.126,-2,1.7,-0.3,0.2
173,Blake Griffin,PF,24,0.695,LAC,80,2863,23.9,0.583,0.032,0.496,7.7,21.2,14.7,19.2,1.6,1.4,11.9,29,8.1,4.1,12.2,0.205,3,1.6,4.6,4.8
174,Willie Green,SG,32,0.695,LAC,55,869,7.1,0.477,0.446,0.125,1.6,8.2,5,8.3,1.3,1,10.6,16.3,-0.2,0.7,0.5,0.028,-2.6,-0.8,-3.4,-0.3
175,Jared Dudley,SF,28,0.695,LAC,74,1729,8.9,0.541,0.503,0.13,2.4,7.7,5.1,8.6,1.2,0.4,10.6,13.5,1.2,1.2,2.4,0.068,-0.3,-0.4,-0.8,0.5
176,Jamal Crawford,SG,33,0.695,LAC,69,2094,17.3,0.556,0.441,0.318,1.9,6.4,4.2,17.4,1.4,0.4,10.5,27.2,3.8,1.5,5.3,0.122,2.7,-2.6,0.2,1.2
