0,0.515,14.3,21,0.208,0.51,14,74.4,0.196,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197
0,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,0.515,14.3,21,0.208,0.51,14,74.4,0.196
1,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,0.515,14.3,21,0.208,0.51,14,74.4,0.196
1,0.515,14.3,21,0.208,0.51,14,74.4,0.196,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197
1,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,0.515,14.3,21,0.208,0.51,14,74.4,0.196
0,0.515,14.3,21,0.208,0.51,14,74.4,0.196,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197
0,0.481,11.7,21.9,0.219,0.491,12.6,77.6,0.183,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212
0,0.481,11.7,21.9,0.219,0.491,12.6,77.6,0.183,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212
1,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,0.481,11.7,21.9,0.219,0.491,12.6,77.6,0.183
1,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,0.481,11.7,21.9,0.219,0.491,12.6,77.6,0.183
1,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237
0,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237
0,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236
1,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236
0,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237
0,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236
1,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237
1,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189
1,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189
1,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22
0,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22
1,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189
0,0.504,12.4,28,0.22,0.488,11,74.7,0.194,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184
0,0.504,12.4,28,0.22,0.488,11,74.7,0.194,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184
1,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,0.504,12.4,28,0.22,0.488,11,74.7,0.194
0,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,0.504,12.4,28,0.22,0.488,11,74.7,0.194
0,0.504,12.4,28,0.22,0.488,11,74.7,0.194,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184
1,0.526,12.7,25,0.258,0.484,13.8,72.5,0.222,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221
0,0.526,12.7,25,0.258,0.484,13.8,72.5,0.222,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221
1,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221,0.526,12.7,25,0.258,0.484,13.8,72.5,0.222
0,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221,0.526,12.7,25,0.258,0.484,13.8,72.5,0.222
0,0.526,12.7,25,0.258,0.484,13.8,72.5,0.222,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221
1,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221,0.526,12.7,25,0.258,0.484,13.8,72.5,0.222
0,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212
0,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212
0,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236
1,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236
0,0.514,14.1,21.7,0.236,0.509,14.9,72.3,0.236,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212
1,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197
0,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197
1,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22
1,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22
1,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197
1,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22
0,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184
0,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184
0,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221
0,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221
0,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184
1,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221
0,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197
1,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197
0,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212
0,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212
0,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197
0,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212
0,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184
1,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184
1,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212
1,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212
0,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184
