PLAYER_ID,PLAYER,Team,WinPct,OPTPM,DPTPM,PTPM,Scoring,Passing,OffPoss,RimProtection,DefPoss,TeamDefEffect,StablizedPTPM
203994,Jusuf Nurkic,DEN,0.382,-2.24,2.4,0.17,-0.24,-0.59,0.09,0.34,1.57,0.85,-0.6
201568,Danilo Gallinari,DEN,0.382,-0.51,0.51,0,0.3,-0.27,0.23,0.4,-0.36,0.65,-0.7
201589,Darrell Arthur,DEN,0.382,-1.53,1.06,-0.47,-0.01,-0.37,0.05,0,0.95,0.6,-1
202087,Alonzo Gee,DEN,0.382,-0.44,-0.75,-1.19,0.4,-0.62,0.4,-0.18,0.94,-0.6,-1.6
202702,Kenneth Faried,DEN,0.382,-0.54,-0.82,-1.36,0.26,-0.59,0.57,-0.04,0.22,-0.33,-1.5
201167,Arron Afflalo,DEN,0.382,-0.49,-1.76,-2.25,0.46,-0.18,-0.11,-0.16,-0.87,-0.18,-2.3
201581,JJ Hickson,DEN,0.382,-1.65,-1.15,-2.8,0.12,-0.63,-0.06,-0.02,-0.12,-0.39,-2.7
201163,Wilson Chandler,DEN,0.382,-1.13,-2,-3.13,0.17,-0.53,0.19,-0.29,-0.38,-0.57,-3
101126,Nate Robinson,DEN,0.382,-1.03,-2.3,-3.33,-0.66,1.52,0,-1.07,-0.61,0.2,-3
2749,Jameer Nelson,DEN,0.382,-1.54,-2.43,-3.97,-0.43,1.77,-1.04,-0.72,-0.45,-0.39,-3.7
203083,Andre Drummond,DET,0.353,-0.85,1.21,0.36,-0.09,-1.14,1.43,0.68,1.18,-0.19,0
201973,Jonas Jerebko,DET,0.353,0.07,-0.19,-0.11,0.36,-0.45,0.76,-0.15,0.62,0.02,-0.8
202328,Greg Monroe,DET,0.353,-0.1,-0.1,-0.2,0.55,-0.22,0.07,-0.02,0.39,0.09,-0.5
201943,Brandon Jennings,DET,0.353,1,-1.57,-0.57,0.43,2.43,-1.1,-0.6,-0.35,0.09,-0.9
202713,Kyle Singler,DET,0.353,-0.87,-0.24,-1.12,0.13,-0.5,0.46,0.52,-0.33,-0.1,-1.4
201229,Anthony Tolliver,DET,0.353,-0.17,-1.7,-1.87,0.64,-0.76,0.32,-0.57,-0.36,-0.06,-2
201975,Jodie Meeks,DET,0.353,0.04,-1.99,-1.95,0.43,0.13,0.12,-0.88,0.16,-0.29,-2.1
2406,Caron Butler,DET,0.353,-1.85,-0.66,-2.51,-0.26,-0.8,0.62,-0.24,-0.13,0.26,-2.5
201571,D.J. Augustin,DET,0.353,-0.12,-2.62,-2.74,0.28,2.06,-1.43,-0.58,-1.15,-0.21,-2.7
203484,Kentavious Caldwell-Pope,DET,0.353,-1.63,-1.21,-2.84,-0.01,-0.74,0.3,-0.37,0.09,-0.18,-2.8
201939,Stephen Curry,GSW,0.806,3.92,2.38,6.3,1.96,2.64,-1.65,0.5,1.08,1.03,5.1
202691,Klay Thompson,GSW,0.806,2.41,1.61,4.02,1.72,0.61,-0.7,0.72,-0.09,0.98,3.1
101135,David Lee,GSW,0.806,0.95,2.23,3.18,0.38,0.51,0.61,0.74,0.88,0.76,1.3
203110,Draymond Green,GSW,0.806,-0.2,3.27,3.07,0.22,0.48,-0.01,0.69,1.51,1.21,2.3
101106,Andrew Bogut,GSW,0.806,-1.08,3.95,2.87,-0.12,0.6,-0.21,1.66,0.4,1.45,1.6
203084,Harrison Barnes,GSW,0.806,0.75,1.37,2.12,0.51,-0.5,1.09,0.49,0.08,0.92,1.4
2738,Andre Iguodala,GSW,0.806,-0.79,2.17,1.38,-0.16,0.57,0.12,0.65,0.4,1.16,0.7
201578,Marreese Speights,GSW,0.806,1.11,-0.04,1.08,1.18,-0.54,0.2,0.44,-0.86,0.48,0.3
2733,Shaun Livingston,GSW,0.806,-1.02,0.59,-0.43,-0.14,1.28,-0.72,0.34,-0.36,0.77,-0.9
2571,Leandro Barbosa,GSW,0.806,0.5,-1.02,-0.52,0.7,0.27,-0.12,-0.28,0.35,-0.3,-1.2
201935,James Harden,HOU,0.672,3.16,0.6,3.76,2.1,2.15,-2.11,0.23,0.37,0.39,3
2730,Dwight Howard,HOU,0.672,-1.26,1.91,0.65,0.86,-0.66,-1.04,1.01,-0.19,0.95,0
202700,Donatas Motiejunas,HOU,0.672,-0.91,1.19,0.29,0.38,-0.46,-0.07,0.84,-0.36,0.7,-0.1
2772,Trevor Ariza,HOU,0.672,-1,1.19,0.19,0.04,-0.24,0.28,-0.33,1.38,0.79,-0.1
1891,Jason Terry,HOU,0.672,-0.38,0.32,-0.06,0.36,0.33,-0.27,-0.31,0.13,0.94,-0.5
201147,Corey Brewer,HOU,0.672,-0.96,-0.07,-1.03,0.08,0.55,-0.45,-0.27,1.49,-0.35,-1.3
201976,Patrick Beverley,HOU,0.672,-0.17,-1.27,-1.44,0.08,0.41,0.34,-0.77,0.3,0.06,-1.6
2746,Josh Smith,HOU,0.672,-2.47,0.23,-2.24,-0.52,1.03,-1,0.34,0.37,-0.03,-2.3
201147,Corey Brewer,HOU,0.672,-1.14,-1.17,-2.32,0.18,0.32,-0.57,-0.41,0.44,-0.35,-2.3
201595,Joey Dorsey,HOU,0.672,-2.69,-0.03,-2.72,-0.77,-0.93,0.98,-0.97,1.64,0.3,-2.6
203123,Kostas Papanikolaou,HOU,0.672,-2.67,-0.31,-2.98,-0.61,0.48,-0.53,-0.26,0.09,0.39,-2.9
202730,Lavoy Allen,IND,0.448,0.15,1.07,1.22,-0.13,-0.29,1.58,0.65,-0.18,0.68,0.4
201228,CJ Watson,IND,0.448,-0.57,1.59,1.03,0.47,0.79,-1.04,1.43,-0.46,0.45,0.3
101133,Ian Mahinmi,IND,0.448,-1.72,1.99,0.27,-0.1,-0.95,0.57,0.98,0.44,0.62,-0.5
101139,CJ Miles,IND,0.448,-1.02,0.83,-0.2,0.24,-0.39,0.04,0.08,0.2,0.86,-0.6
2449,Luis Scola,IND,0.448,-1.05,0.84,-0.21,0.15,-0.22,0.02,0.13,0.47,0.62,-0.7
201579,Roy Hibbert,IND,0.448,-1.61,1.16,-0.45,0.09,-0.6,0.01,1.55,-0.82,0.2,-0.8
202388,Donald Sloan,IND,0.448,-0.51,-0.01,-0.51,-0.05,1.37,-0.54,0.45,-0.71,0.42,-0.9
204014,Damjan Rudez,IND,0.448,-1.03,0.25,-0.78,0.16,-0.46,0.24,0.62,-1.05,0.68,-1.2
2561,David West,IND,0.448,-0.4,-0.75,-1.15,0.23,0.47,-0.19,-0.18,0.14,-0.06,-1.4
201155,Rodney Stuckey,IND,0.448,-1.09,-0.9,-1.99,0.12,0.64,-0.69,-0.21,-0.29,0.15,-2.1
203142,Chris Copeland,IND,0.448,-2.89,-1.72,-4.61,-0.18,-0.26,-0.85,-0.19,-1.24,0.14,-4.1
101108,Chris Paul,LAC,0.638,3.16,0.19,3.34,0.82,3.08,-0.59,0.11,1.03,-0.24,2.6
201933,Blake Griffin,LAC,0.638,2.08,-0.52,1.56,1.05,1.07,-0.16,0.27,-0.21,-0.13,1.1
201599,DeAndre Jordan,LAC,0.638,0.44,0.87,1.31,0.44,-1.23,1.6,0.59,0.99,-0.22,0.8
200755,JJ Redick,LAC,0.638,1.25,-1.2,0.05,1.21,-0.3,0.04,0.38,-1.29,-0.04,-0.3
2440,Matt Barnes,LAC,0.638,-0.28,-1.07,-1.36,0.43,-0.46,0.35,-0.35,-0.14,0.06,-1.5
201150,Spencer Hawes,LAC,0.638,-1,-0.43,-1.43,0.04,-0.32,0.35,0.02,0.2,-0.09,-1.7
203085,Austin Rivers,LAC,0.638,-1.07,-0.83,-1.9,-0.4,0.56,0.34,0.44,-0.36,-0.45,-2
2037,Jamal Crawford,LAC,0.638,0.67,-2.64,-1.97,0.79,0.57,-0.41,-0.85,-0.37,-0.47,-2
200770,Jordan Farmar,LAC,0.638,-1.44,-0.62,-2.07,-0.12,0.67,-0.57,-0.17,-0.08,0.18,-2.2
201175,Glen Davis,LAC,0.638,-1.6,-0.56,-2.16,-0.25,-0.73,0.75,-0.98,1.38,0.09,-2.3
201961,Wayne Ellington,LAL,0.258,0.16,0.26,0.43,0.24,-0.25,0.88,0.72,-0.15,-0.03,-0.2
202334,Ed Davis,LAL,0.258,0.87,-1.74,-0.87,0.27,-0.65,1.75,-0.23,0.13,-0.8,-1.1
203135,Robert Sacre,LAL,0.258,-1.61,0.35,-1.26,-0.72,-0.55,1.44,-0.08,0.11,0.7,-1.6
201156,Nick Young,LAL,0.258,-0.34,-1.01,-1.35,0.58,-0.44,0.01,0.18,-0.57,-0.16,-1.6
2430,Carlos Boozer,LAL,0.258,-0.16,-1.55,-1.71,0.49,-0.55,0.42,0.14,0.08,-1.01,-1.8
203903,Jordan Clarkson,LAL,0.258,-1.42,-0.52,-1.94,-0.04,0.04,-0.15,0.4,0.28,-0.6,-2.1
204028,Tarik Black,LAL,0.258,-1.01,-1.11,-2.12,-0.01,-0.95,0.98,-0.52,-0.37,0.35,-2.2
202325,Wesley Johnson,LAL,0.258,-0.72,-1.68,-2.4,-0.05,-0.23,0.67,0.15,-0.08,-0.99,-2.4
101179,Ronnie Price,LAL,0.258,-1.36,-1.56,-2.92,-0.52,1.18,-0.21,-1.21,1.23,-0.33,-2.8
202391,Jeremy Lin,LAL,0.258,-1.11,-1.93,-3.04,0.27,1.53,-1.77,0,-0.23,-0.93,-3
201941,Jordan Hill,LAL,0.258,-0.75,-2.83,-3.58,0.16,-0.58,0.57,-0.37,-0.28,-1.24,-3.4
977,Kobe Bryant,LAL,0.258,-1.67,-2.28,-3.95,0.16,1.68,-2.13,0.17,-0.29,-1.34,-3.7
2216,Zach Randolph,MEM,0.691,0.07,1.84,1.91,0.56,-0.48,0.41,0.66,0.53,0.79,1.2
201188,Marc Gasol,MEM,0.691,0.85,0.88,1.72,0.9,0.47,-0.37,0.73,0.05,0.27,1.2
2754,Tony Allen,MEM,0.691,-1.76,3.37,1.61,-0.24,-0.32,0.25,0.42,2.08,1.21,0.8
201144,Mike Conley,MEM,0.691,1.05,-0.41,0.63,0.93,1.24,-0.93,-0.11,-0.19,0.36,0.2
2757,Beno Udrih,MEM,0.691,0.45,0.12,0.57,0.4,1.31,-0.52,0.08,-0.04,0.47,-0.1
201584,Courtney Lee,MEM,0.691,0.08,0,0.08,0.46,-0.16,0.34,0.23,-0.17,0.3,-0.3
201585,Kosta Koufos,MEM,0.691,-1.88,1.93,0.05,0,-0.96,0.26,0.68,0.3,0.98,-0.6
201145,Jeff Green,MEM,0.691,-0.39,-0.87,-1.26,0.49,-0.49,0.18,0.05,-0.52,0.05,-1.4
202720,Jon Leuer,MEM,0.691,-1.29,-0.02,-1.31,-0.16,-0.45,0.59,-0.27,0.08,0.63,-1.6
1713,Vince Carter,MEM,0.691,-2.17,0.35,-1.82,-0.56,-0.03,0.23,0.2,0.45,0.18,-2
202355,Hassan Whiteside,MIA,0.463,1.14,3.02,4.16,1.21,-1.44,0.95,1.62,1.2,0.2,1.8
2365,Chris Andersen,MIA,0.463,-0.11,0.97,0.86,0.28,-0.92,1.17,0.5,0.51,0.27,0
2547,Chris Bosh,MIA,0.463,-0.03,-0.42,-0.45,0.97,-0.45,-0.43,0.14,-0.09,0,-0.7
2736,Luol Deng,MIA,0.463,0.1,-0.87,-0.77,0.61,-0.41,0.29,-0.07,0.09,-0.26,-1
2548,Dwyane Wade,MIA,0.463,0.56,-1.61,-1.05,0.97,1.75,-1.84,-0.18,-0.85,-0.06,-1.3
203516,James Ennis,MIA,0.463,-1.24,-0.07,-1.3,-0.16,-0.61,0.76,0.02,0.33,0.14,-1.6
200761,Shawne Williams,MIA,0.463,-0.18,-1.24,-1.43,0.32,-0.81,0.94,0.04,-0.06,-0.56,-1.7
201596,Mario Chalmers,MIA,0.463,-1.59,-0.58,-2.17,-0.01,0.92,-1.1,-0.06,0.25,-0.13,-2.2
202708,Norris Cole,MIA,0.463,-2.04,-0.17,-2.21,-0.71,0.91,-0.19,0.61,0.05,-0.39,-2.3
101122,Danny Granger,MIA,0.463,-1.64,-1.94,-3.59,0.04,-0.92,0.34,-0.32,-0.51,-0.41,-3.3
203894,Shabazz Napier,MIA,0.463,-2.56,-1.13,-3.69,-0.3,0.58,-1.08,-0.58,-0.17,0.29,-3.4
2617,Udonis Haslem,MIA,0.463,-2.14,-2.65,-4.79,-0.61,-0.69,0.92,-1.17,-0.21,-0.26,-4
203114,Khris Middleton,MIL,0.5,0.02,2.86,2.88,0.58,-0.21,0.12,0.25,1.63,1.3,2
201162,Jared Dudley,MIL,0.5,0.93,1.65,2.58,0.55,-0.13,0.84,0.32,0.31,1.16,1.7
101141,Ersan Ilyasova,MIL,0.5,-0.15,1.01,0.86,0.61,-0.64,0.28,0.79,-0.04,0.38,-0.2
202336,Larry Sanders,MIL,0.5,-1.25,1.9,0.65,-0.21,-0.76,0.99,0.6,1.17,0.45,-0.3
202688,Brandon Knight,MIL,0.5,-0.36,0.24,-0.12,0.8,1.34,-1.93,0.01,0.23,0.45,-0.4
201573,Jerryd Bayless,MIL,0.5,-0.71,0.37,-0.33,0.23,1.05,-0.93,-0.06,-0.09,0.85,-0.7
2585,Zaza Pachulia,MIL,0.5,-1.57,1.23,-0.34,-0.12,0.33,-0.38,0.06,0.32,1.09,-0.8
203089,John Henson,MIL,0.5,-0.71,0.33,-0.38,0.49,-0.24,-0.28,0,-0.51,1,-1
201564,O.J. Mayo,MIL,0.5,-0.39,-0.2,-0.58,0.36,0.96,-0.83,-0.08,-0.39,0.63,-0.9
203507,Giannis Antetokounmpo,MIL,0.5,-0.88,0.16,-0.72,0.36,0.1,-0.5,-0.01,0.13,0.47,-1
203088,Kendall Marshall,MIL,0.5,-0.82,-0.58,-1.4,0.03,2.12,-1.58,-0.49,-0.11,0.59,-1.8
203953,Jabari Parker,MIL,0.5,-1.43,-1.13,-2.56,0.12,-0.35,-0.12,-0.56,0.27,-0.04,-2.5
201147,Corey Brewer,MIN,0.209,-0.77,0.8,0.03,-0.02,0.76,-0.29,-0.32,2.56,-0.35,-0.4
2755,Kevin Martin,MIN,0.209,0.64,-0.73,-0.09,1.26,-0.14,-0.69,0.95,-0.48,-0.84,-0.9
203498,Shabazz Muhammad,MIN,0.209,1.88,-2.01,-0.14,0.91,-0.02,0.86,0.24,-0.5,-1.07,-0.7
203476,Gorgui Dieng,MIN,0.209,0.01,-1.71,-1.7,0.17,-0.07,0.73,-0.42,0.49,-0.83,-1.8
201593,Nikola Pekovic,MIN,0.209,-0.41,-1.41,-1.82,0.39,-0.74,0.57,-0.12,-0.35,-0.33,-2
201152,Thaddeus Young,MIN,0.209,-1.22,-1.06,-2.28,-0.13,-0.03,0.23,-0.55,1.1,-0.57,-2.3
203133,Robbie Hummel,MIN,0.209,-0.36,-2.23,-2.59,0.13,-0.76,1.09,-0.51,0.15,-0.89,-2.6
2590,Mo Williams,MIN,0.209,-0.73,-2.07,-2.8,0.09,2.16,-1.67,-0.03,-1.05,-0.44,-2.7
203952,Andrew Wiggins,MIN,0.209,-1.28,-2.11,-3.39,0.12,-0.26,-0.07,-0.29,-0.28,-0.72,-3.3
201978,Chase Budinger,MIN,0.209,-2.2,-1.98,-4.19,-0.33,-0.4,0.1,-0.24,0.31,-1.08,-3.7
203461,Anthony Bennett,MIN,0.209,-1.85,-2.66,-4.51,-0.42,-0.61,0.74,-0.61,0.61,-1.43,-4
203897,Zach LaVine,MIN,0.209,-3.39,-4.3,-7.69,-0.31,0.88,-2,-0.92,-0.66,-1.51,-6.7
